,yearbuilt,assesstot,longitude,latitude,Cluster
199733,1913.0,48196350.0,-74.01283670000001,40.7071046,0
199737,1961.0,90820350.0,-74.0119996,40.705312299999996,3
199741,2014.0,17689050.0,-74.012664,40.7093333,2
199758,2006.0,57694950.0,-74.00914399999999,40.7122184,2
199759,1927.0,30617550.0,-74.00865340000001,40.7119906,0
199762,2017.0,14684400.0,-74.0097935,40.713725200000006,2
199788,1916.0,72030600.0,-74.00976429999999,40.710851500000004,0
199790,1961.0,38121300.0,-74.010244,40.7111396,3
200094,2018.0,284506650.0,-73.9995885,40.7552291,2
200098,2015.0,32611950.0,-74.0024363,40.7524321,2
200107,2008.0,35354700.0,-74.0032989,40.752802700000004,2
200110,2020.0,12380400.0,-74.00042590000001,40.757361700000004,2
200114,2015.0,30221100.0,-73.9986681,40.7546801,2
200117,2020.0,13215150.0,-73.99889190000002,40.75561879999999,2
200122,2015.0,250567650.0,-74.001765,40.75524,2
200133,2016.0,51858450.0,-73.99904709999998,40.756538299999995,2
200139,1962.0,88198200.0,-73.99651329999999,40.7539335,3
200143,2007.0,82932750.0,-73.99816640000002,40.7570598,2
200158,2020.0,34049700.0,-73.9996426,40.75847329999999,2
200180,1929.0,70774200.0,-73.99364399999999,40.7527229,0
200193,2000.0,75397500.0,-73.994615,40.7522619,2
200194,2015.0,16568550.0,-73.99374499999999,40.7537412,2
200196,2016.0,38706300.0,-73.9942033,40.753936100000004,2
200241,2012.0,13206600.0,-73.9925358,40.7545289,2
200253,2008.0,22338900.0,-73.99439459999999,40.7548227,2
200259,2014.0,29598750.0,-73.99308420000001,40.75669179999999,2
200276,2006.0,11376900.0,-73.99283879999999,40.756274600000005,2
200300,2015.0,10718100.0,-73.9917343,40.7561235,2
200319,2006.0,18299250.0,-73.9923695,40.7563898,2
200320,2006.0,15912900.0,-73.99252829999999,40.7564585,2
200323,1930.0,60036750.0,-73.9892766,40.75345,0
200332,2010.0,10124100.0,-73.99287120000001,40.756601200000006,2
200417,1968.0,153343800.0,-73.9838656,40.756056799999996,3
200422,1930.0,63647550.0,-73.9866888,40.75295560000001,0
200426,1958.0,54464400.0,-73.98538559999999,40.7540314,3
200432,1927.0,37179900.0,-73.9878944,40.752565999999995,0
200442,1931.0,39620700.0,-73.98626259999999,40.7546518,0
200447,1929.0,47877750.0,-73.98716850000001,40.75499779999999,0
200449,1984.0,165756600.0,-73.98336009999998,40.756671600000004,3
200453,1988.0,42365250.0,-73.984645,40.757154799999995,3
200457,1930.0,32472000.0,-73.9868007,40.753246600000004,0
200458,1969.0,118594350.0,-73.9875657,40.7541936,3
200460,1972.0,126971550.0,-73.9856377,40.756770700000004,3
200463,1988.0,52282800.0,-73.9839412,40.757034000000004,3
200469,2009.0,42398550.0,-73.9840421,40.757569200000006,2
200470,1909.0,51092100.0,-73.9840995,40.75922979999999,0
200472,2018.0,50791500.0,-73.98339200000001,40.7589305,2
200476,1911.0,41540850.0,-73.98039809999999,40.7642576,0
200479,1997.0,17117100.0,-73.9861798,40.753575899999994,2
200483,2007.0,15711300.0,-73.9779577,40.7643367,2
200503,1970.0,207316350.0,-73.9825188,40.7578984,3
200509,2018.0,9125550.0,-73.97837309999998,40.7636946,2
200510,1961.0,104575179.0,-73.98830840000001,40.7587088,3
200528,2001.0,53877600.0,-73.9869978,40.7605092,2
200543,1970.0,364938750.0,-73.98643879999999,40.757929100000005,3
200555,1989.0,64098900.0,-73.9860916,40.7608934,3
200565,1972.0,418591800.0,-73.9847016,40.7621064,3
200570,1988.0,85324500.0,-73.98391140000001,40.7608848,3
200583,1987.0,143442450.0,-73.9835462,40.7631025,3
200596,2015.0,81288900.0,-73.98407309999999,40.763560999999996,2
200600,1987.0,82152000.0,-73.98507740000001,40.760618799999996,3
200609,1929.0,56778300.0,-73.9837485,40.7625179,0
200620,1931.0,58604850.0,-73.99158249999999,40.757504100000006,0
200621,1979.0,37209150.0,-73.98146990000001,40.7654737,3
200624,1921.0,63641700.0,-73.98253100000001,40.7662753,0
200650,1950.0,115198650.0,-73.9816902,40.7649495,0
200776,2018.0,12325410.0,-73.9874308,40.761426,2
201162,1987.0,56460600.0,-73.9976067,40.760962799999994,3
201169,1996.0,37141200.0,-73.99637940000001,40.7605401,2
201279,1974.0,7374150.0,-73.98142800000001,40.7731562,3
201299,1999.0,40790250.0,-73.9816422,40.755996100000004,2
201301,2014.0,58580550.0,-73.9860604,40.7719602,2
201371,1957.0,62654400.0,-73.9801264,40.755224600000005,3
201385,1965.0,63795150.0,-73.97847469999999,40.7619654,3
201394,2015.0,11382750.0,-73.9783412,40.7617211,2
201416,1957.0,44595900.0,-73.9758652,40.7609932,3
201427,1977.0,79907400.0,-73.9768041,40.759769299999995,3
201434,2015.0,7733700.0,-73.97797299999999,40.761883000000005,2
201435,2015.0,7733700.0,-73.9779188,40.761860999999996,2
201456,2004.0,80930250.0,-73.9803579,40.753566799999994,2
201473,2017.0,409013100.0,-73.97855340000001,40.7529654,2
201488,1999.0,253474200.0,-73.9767262,40.7554682,2
201490,1914.0,122128200.0,-73.9780948,40.7535911,0
201498,1971.0,52130250.0,-73.97747079999999,40.7632744,3
201507,1981.0,103313250.0,-73.9783047,40.7519278,3
201517,1927.0,38330100.0,-73.97942629999999,40.7548375,0
201521,1988.0,42642450.0,-73.98135450000001,40.752230299999994,3
201531,2017.0,14542200.0,-73.97735390000001,40.75660739999999,2
201535,1962.0,91664100.0,-73.9750944,40.756417600000006,3
201558,1929.0,29781000.0,-73.974292,40.7591896,0
201595,1931.0,85057650.0,-73.976101,40.75763920000001,0
201606,1983.0,43407000.0,-73.9716033,40.7580609,3
201607,1958.0,108763650.0,-73.9759897,40.7559814,3
201620,1982.0,102332700.0,-73.97409959999999,40.7527476,3
201623,1971.0,60466500.0,-73.97376070000001,40.760932399999994,3
201629,1958.0,53970300.0,-73.97441459999999,40.7502719,3
201630,1929.0,222435000.0,-73.9761058,40.754392200000005,0
201637,1966.0,37296900.0,-73.9738693,40.7510156,3
201646,1983.0,16563614.0,-73.9712564,40.7505594,3
201662,1983.0,56789550.0,-73.97178509999999,40.7550115,3
201667,1966.0,373849200.0,-73.9747233,40.75462520000001,3
201682,1970.0,92158650.0,-73.9713553,40.7556345,3
201689,1984.0,45078300.0,-73.97076259999999,40.7572125,3
201867,1984.0,120366000.0,-73.97702159999999,40.7572304,3
203013,2018.0,27105750.0,-73.9838272,40.6911241,2
203045,2009.0,49792050.0,-73.98595440000001,40.692741,2
203048,1908.0,19788750.0,-73.9823922,40.690402,0
203100,2018.0,55005750.0,-73.98496340000001,40.6897875,2
203106,2018.0,21330000.0,-73.98151999999999,40.688788,2
215936,1987.0,98641350.0,-73.94406409999999,40.747058100000004,3
227300,2014.0,27947250.0,-73.9881637,40.7602403,2
227310,1976.0,202391550.0,-73.9937914,40.759389899999995,3
227378,2014.0,11819250.0,-73.98814209999999,40.7601004,2
240655,1972.0,10513800.0,-73.9848889,40.7161977,3
240874,2003.0,37579950.0,-73.99044359999999,40.745589100000004,2
240940,2014.0,15612300.0,-73.9849073,40.7463323,2
241027,1984.0,14988150.0,-73.9836269,40.743373299999995,3
241084,1974.0,12380850.0,-73.9781508,40.748033,3
241088,2002.0,12589200.0,-73.977144,40.7475607,2
