,yearbuilt,assesstot,longitude,latitude,Cluster
241095,1990.0,24998400.0,-73.98367859999999,40.7385783,3
241124,1977.0,87316398.0,-73.9810746,40.7465102,3
241194,2013.0,133226550.0,-73.99042890000001,40.7727182,2
241255,1978.0,45727667.0,-73.9626588,40.7644399,3
241399,1981.0,20473650.0,-73.9488276,40.771027399999994,3
248472,2018.0,39942450.0,-73.9666071,40.7159468,2
251662,1963.0,48340800.0,-73.9567328,40.767635399999996,3
252844,1998.0,64358550.0,-73.98790059999999,40.778396799999996,2
262925,2017.0,8626500.0,-73.964623,40.7636692,2
265657,1914.0,70305750.0,-74.0036757,40.7129735,0
265688,1933.0,50865300.0,-74.00231219999999,40.713657,0
265818,1914.0,22947300.0,-73.9998377,40.7197751,0
266971,1965.0,61523550.0,-73.9930761,40.730498600000004,3
266985,1976.0,69371550.0,-73.9934441,40.730070500000004,3
267003,2006.0,14938650.0,-73.9892656,40.7321095,2
267711,2019.0,36060300.0,-73.9943125,40.744162100000004,2
267729,2016.0,17131950.0,-73.9927462,40.744302000000005,2
267735,2019.0,16519050.0,-73.9929411,40.744060499999996,2
267767,2000.0,47457900.0,-73.9915046,40.745257099999996,2
267815,1929.0,42259050.0,-73.991663,40.748704499999995,0
267833,2019.0,9905850.0,-73.9920747,40.7464483,2
267844,2018.0,34189650.0,-73.992432,40.74659929999999,2
267916,2005.0,59175900.0,-73.9912233,40.7443376,2
267924,2020.0,4852800.0,-73.989469,40.7468461,2
267971,2018.0,9840600.0,-73.9891552,40.74572620000001,2
267978,2018.0,5670450.0,-73.98893509999999,40.745572499999994,2
268026,2016.0,23850450.0,-73.9871228,40.7484104,2
268057,2018.0,549000.0,-73.984942,40.752458600000004,2
268070,2019.0,15219900.0,-73.9838125,40.751912299999994,2
268106,1971.0,42750450.0,-73.9862687,40.7423828,3
268113,1998.0,61618500.0,-73.9862141,40.7446417,2
268115,2008.0,30519456.0,-73.98810590000001,40.740508399999996,2
268117,1985.0,63643051.0,-73.9888889,40.7407939,3
268156,2018.0,26319150.0,-73.9847202,40.7441612,2
268168,2017.0,45695700.0,-73.9851529,40.7457175,2
268335,1987.0,17988300.0,-73.98433490000001,40.7405353,3
268527,1970.0,31475700.0,-73.982089,40.7454015,3
268818,1997.0,62190900.0,-73.9746934,40.7479335,2
268855,2015.0,46598850.0,-73.9745054,40.7487075,2
268961,1980.0,43039800.0,-73.9724525,40.7470876,3
268986,2000.0,28845900.0,-73.97319940000001,40.7475489,2
269022,1927.0,21868650.0,-73.97714859999999,40.776408,0
269050,1977.0,33572250.0,-73.9825427,40.7768096,3
269145,1999.0,67217400.0,-73.988385,40.775152500000004,2
269202,1968.0,11419650.0,-73.9676814,40.7916335,3
269433,1986.0,16244550.0,-73.9717216,40.751569599999996,3
269434,2015.0,15884100.0,-73.9723639,40.75183320000001,2
269445,1982.0,33064200.0,-73.9704508,40.760349700000006,3
269519,1929.0,24745050.0,-73.9714808,40.749209,0
269523,2018.0,7053750.0,-73.9677016,40.7575576,2
269537,2018.0,25713900.0,-73.9685419,40.7513958,2
269545,2006.0,58147200.0,-73.9689248,40.750707,2
269553,1981.0,25450200.0,-73.9695596,40.751700799999995,3
269776,1968.0,27504900.0,-73.9643912,40.7651238,3
269873,2000.0,36478364.0,-73.9582887,40.7734658,2
270214,2005.0,41845054.0,-73.95813199999999,40.7642818,2
270372,1964.0,45603450.0,-73.9508903,40.7694446,3
270604,1975.0,44526150.0,-73.94971140000001,40.7816115,3
270616,2019.0,16972200.0,-73.95408570000001,40.774112,2
270630,1975.0,74203018.0,-73.95109090000001,40.7813596,3
270829,1980.0,34145550.0,-73.9516385,40.7732052,3
271691,1974.0,8113950.0,-73.93615129999999,40.8017346,3
271769,1974.0,10057950.0,-73.93663149999999,40.8019353,3
272725,1968.0,8037900.0,-73.9599017,40.8169072,3
272734,1968.0,24517350.0,-73.936261,40.822926700000004,3
272735,1964.0,9502200.0,-73.9603497,40.8168717,3
273788,1970.0,127188450.0,-73.9430278,40.8447809,3
273819,1970.0,67987350.0,-73.94332490000001,40.8439192,3
275137,2020.0,4283550.0,-73.92852090000001,40.816988099999996,2
282942,1975.0,15732900.0,-73.8861876,40.8795554,3
292449,1972.0,65919150.0,-73.84443329999999,40.852443900000004,3
293093,1995.0,76500.0,-73.8305146,40.8546722,2
300090,1971.0,6223050.0,-73.8609397,40.8776339,3
316469,2019.0,10954350.0,-73.99083929999999,40.7022,2
316598,1967.0,8219700.0,-73.9912615,40.7003528,3
327637,1973.0,10713150.0,-73.9598184,40.6676559,3
341393,1974.0,9093600.0,-73.9701642,40.682930999999996,3
465596,1999.0,93180.0,-73.8868092,40.726828399999995,2
527178,1963.0,319737588.0,-73.9742574,40.75525089999999,3
532273,1924.0,0.0,-73.9775681,40.7649531,0
588079,1968.0,157365900.0,-74.0038165,40.7151364,3
588083,1977.0,78493500.0,-74.0045885,40.7155645,3
588211,1973.0,60465600.0,-73.9494689,40.782311299999996,3
594547,1960.0,65271150.0,-73.9733313,40.7515809,3
594583,2013.0,39622050.0,-73.9867177,40.7710874,2
595395,1970.0,12757950.0,-73.8773741,40.8799937,3
597179,1964.0,62539200.0,-73.9710922,40.7547122,3
597218,2018.0,11999520.0,-73.988125,40.7550692,2
598219,1912.0,0.0,-73.9875377,40.7492454,0
598537,1929.0,63753750.0,-73.9396359,40.747006400000004,0
598781,2019.0,39464100.0,-73.93620779999999,40.7502873,2
598920,2015.0,39497400.0,-73.9423071,40.7505815,2
598955,2017.0,166541400.0,-73.9386056,40.748949200000006,2
599269,1926.0,113971050.0,-73.9817906,40.7543026,0
599367,1966.0,20742750.0,-73.9600021,40.7699559,3
599833,1969.0,94988250.0,-73.9825247,40.762913,3
599881,1931.0,447808500.0,-73.98571170000001,40.74845139999999,0
599882,1985.0,366296400.0,-73.9817958,40.7616942,3
599884,1965.0,320704200.0,-73.980027,40.761768,3
599887,2008.0,186588000.0,-73.9835277,40.764892100000004,2
599899,1988.0,103791150.0,-73.9807017,40.76287979999999,3
599903,2020.0,7747200.0,-73.9833739,40.7592489,2
599905,2018.0,19458900.0,-73.9833124,40.7597182,2
599909,1987.0,106867350.0,-73.98046690000001,40.7634644,3
599913,1971.0,501645600.0,-73.9820672,40.7593805,3
599916,1998.0,80060850.0,-73.98581709999999,40.7618265,2
599921,1999.0,195077700.0,-73.982843,40.7605196,2
599924,1970.0,185575950.0,-73.9808815,40.76536110000001,3
599934,2000.0,79047000.0,-73.9890053,40.7575423,2
599936,1988.0,117675900.0,-73.975103,40.7622941,3
599938,2005.0,37940459.0,-73.9859611,40.763618900000004,2
599939,1968.0,69012900.0,-73.98227179999999,40.7635113,3
599944,1988.0,13556250.0,-73.9810694,40.752109499999996,3
599948,2019.0,28012250.0,-73.9804137,40.7725714,2
599959,1965.0,120812850.0,-73.9794015,40.7533251,3
599960,2003.0,31908150.0,-73.99151020000001,40.7582727,2
599967,1981.0,88353900.0,-73.9732772,40.76043,3
599970,2000.0,35611650.0,-73.974237,40.7521301,2
599975,1927.0,62406450.0,-73.9789816,40.757077100000004,0
599981,1986.0,107610750.0,-73.9721327,40.76088529999999,3
599984,1950.0,146290500.0,-73.9789257,40.7513406,0
599985,1923.0,39265650.0,-73.9726656,40.7554619,0
599987,1962.0,42055650.0,-73.97268129999999,40.7611792,3
599988,1982.0,185566500.0,-73.9777565,40.7508737,3
599989,1931.0,46658700.0,-73.97378570000001,40.7524319,0
599991,1927.0,70300800.0,-73.9788703,40.7553863,0
599992,1929.0,38640150.0,-73.9794417,40.7517826,0
599994,1949.0,77875200.0,-73.9784472,40.757675299999995,0
599998,1980.0,95580000.0,-73.97492059999999,40.757951899999995,3
600000,1994.0,167739750.0,-73.9742168,40.75768,2
600002,2015.0,11382750.0,-73.9782727,40.7616936,2
600005,1974.0,117653400.0,-73.9758764,40.750080100000005,3
600006,1959.0,105614100.0,-73.9733198,40.7531756,3
600008,1961.0,135693000.0,-73.97372929999999,40.7583057,3
600009,2002.0,233586450.0,-73.9800333,40.7526473,2
600012,1930.0,37161000.0,-73.9770238,40.7507364,0
600014,1930.0,185887800.0,-73.9753741,40.751636299999994,0
600016,1980.0,237496500.0,-73.97367120000001,40.7591236,3
600018,1964.0,40136850.0,-73.9697584,40.75890029999999,3
600020,1931.0,46209150.0,-73.97240500000001,40.7570757,0
600021,1957.0,117600750.0,-73.9734891,40.7540787,3
600024,1952.0,92957850.0,-73.97461990000001,40.751356200000004,3
600025,1987.0,166980600.0,-73.974948,40.7522455,3
600026,1957.0,106998750.0,-73.9728142,40.7538562,3
600028,2007.0,113932350.0,-73.9747322,40.759705700000005,2
600033,1958.0,79042950.0,-73.9712716,40.7571907,3
600037,1966.0,143023950.0,-73.974138,40.7560139,3
600040,1980.0,60798600.0,-73.9739815,40.7501072,3
600041,1990.0,11551500.0,-73.9719997,40.7509823,3
600042,1958.0,260679150.0,-73.9721482,40.7584563,3
600044,1985.0,214324200.0,-73.9707515,40.7578658,3
600078,1991.0,78950250.0,-73.97845140000001,40.7560367,3
600094,2017.0,36264150.0,-73.9493648,40.8099534,2
600516,1971.0,112222350.0,-73.9702265,40.753493299999995,3
600530,1969.0,95593950.0,-73.9700955,40.7559059,3
602111,1966.0,37339200.0,-73.9497213,40.7732263,3
602136,1999.0,27204739.0,-73.95374559999999,40.7699535,2
603300,1932.0,22628250.0,-73.98149649999999,40.7474929,0
603336,2019.0,7864650.0,-73.98182309999999,40.741240399999995,2
603365,1975.0,32955750.0,-73.976866,40.748093100000006,3
603395,1931.0,65294550.0,-73.9766865,40.776061999999996,0
603403,1972.0,36139950.0,-73.9784803,40.7446158,3
603414,1971.0,59737500.0,-73.982788,40.777797799999995,3
603418,1940.0,33615000.0,-73.9779355,40.766055,0
603438,1930.0,57014550.0,-73.9677083,40.788359,0
603441,1967.0,16257150.0,-73.97056640000001,40.792798,3
603451,1970.0,7549650.0,-73.968816,40.790459000000006,3
603456,1975.0,28653750.0,-73.97377879999999,40.788462100000004,3
603488,1966.0,11430900.0,-73.969043,40.7914088,3
603505,1985.0,29182501.0,-73.95525119999999,40.7697977,3
603511,2008.0,47598764.0,-73.9682999,40.7517581,2
603517,1963.0,59522400.0,-73.9627675,40.7635973,3
603518,1968.0,20281500.0,-73.9640811,40.7643387,3
603519,1979.0,60908400.0,-73.9614199,40.7655977,3
603540,1973.0,30714300.0,-73.9608131,40.7660669,3
603554,1969.0,31495950.0,-73.9534112,40.768012899999995,3
603561,1980.0,34346250.0,-73.95568759999999,40.7759049,3
603571,1973.0,30467250.0,-73.94695250000001,40.772791399999996,3
603578,1980.0,31549950.0,-73.94670390000002,40.781182,3
603584,1986.0,30936150.0,-73.945572,40.7788484,3
603653,1967.0,35116200.0,-73.9572117,40.7696063,3
606262,1972.0,30884850.0,-73.9493936,40.77218320000001,3
606275,1931.0,102598224.0,-73.98087640000001,40.770441600000005,0
606500,1969.0,441764550.0,-73.9724264,40.7577537,3
606520,1959.0,86302800.0,-73.96306120000001,40.7678407,3
606530,1962.0,32712300.0,-73.9612551,40.7695336,3
606541,1988.0,104701500.0,-73.98011159999999,40.7444762,3
606673,1989.0,56067300.0,-73.95331440000001,40.7722727,3
607908,1962.0,12775950.0,-73.93556120000001,40.8479499,3
614926,1987.0,3708450.0,-73.9917999,40.692003299999996,3
615440,2009.0,52301700.0,-73.9895754,40.758596399999995,2
616370,1987.0,329098950.0,-73.9869433,40.762230200000005,3
618216,2005.0,587422800.0,-73.9847139,40.755562899999994,2
618772,1904.0,35383950.0,-74.01022890000002,40.7063033,0
618773,1958.0,53905500.0,-74.0099187,40.706207299999996,3
618814,2003.0,51083550.0,-73.9917902,40.7707695,2
618975,1973.0,24941250.0,-73.98526700000001,40.735364399999995,3
619054,1988.0,14805133.0,-73.9470431,40.77233579999999,3
619764,2013.0,11296363.0,-73.9773745,40.7491939,2
619793,2008.0,23431957.0,-73.96525890000001,40.755643799999994,2
620493,2020.0,6074100.0,-73.9779929,40.745409,2
620551,1994.0,31680450.0,-73.950164,40.7751643,2
620585,1974.0,31276800.0,-73.9462556,40.781780100000006,3
621278,1947.0,7373700.0,-73.9278532,40.8363709,0
628806,1931.0,37353150.0,-73.97997600000001,40.751197999999995,0
628862,2019.0,1013400.0,-73.9801031,40.7727306,2
628869,2019.0,1030950.0,-73.98018259999999,40.7727635,2
628875,2019.0,4664700.0,-73.9803378,40.7728294,2
629232,1968.0,60401821.0,-73.9812792,40.7629979,3
630271,1971.0,51715350.0,-74.01373050000001,40.7033469,3
630290,1983.0,82539900.0,-74.0110544,40.7039922,3
630295,2007.0,19089000.0,-74.0122987,40.703841100000005,2
630311,1968.0,20403450.0,-74.01104740000001,40.705276700000006,3
630317,1958.0,138352950.0,-74.01264509999999,40.704499799999994,3
630322,1932.0,111148200.0,-74.00771490000001,40.7064627,0
630330,1961.0,63323100.0,-74.00680240000001,40.7061471,3
630368,2007.0,5876100.0,-74.00723149999999,40.7055844,2
630379,1987.0,88123821.0,-74.0081187,40.7050409,3
634205,1999.0,74700450.0,-74.0004657,40.761270200000006,2
637713,2016.0,26488934.0,-73.9535632,40.5863199,2
638718,2013.0,83908983.0,-73.9912844,40.7739918,2
638730,2005.0,54961334.0,-73.9996498,40.7617808,2
638811,1987.0,53765550.0,-74.01387820000001,40.7028912,3
638869,1970.0,79231050.0,-74.01330109999999,40.7027595,3
640816,1973.0,49701600.0,-73.9226493,40.8518696,3
641866,1994.0,27699300.0,-73.9445418,40.7802176,2
641970,2011.0,107415450.0,-73.9558542,40.7479031,2
642067,2015.0,120848324.0,-73.99874399999999,40.752390999999996,2
642068,2020.0,161430300.0,-73.9979572,40.752086299999995,2
642131,2017.0,50613822.0,-73.9609233,40.7320842,2
642135,1979.0,51319350.0,-73.9890418,40.7108321,3
642137,2015.0,153681774.0,-73.99123859999999,40.7104563,2
642314,1986.0,59520150.0,-73.95153140000001,40.7664998,3
642397,1987.0,92949750.0,-74.007693,40.7038085,3
642398,1965.0,20531250.0,-74.006355,40.7049093,3
642399,1929.0,35068500.0,-74.0059583,40.704761100000006,0
642400,1982.0,107103150.0,-74.0055147,40.7052689,3
642415,2019.0,9026550.0,-73.95862890000001,40.7372408,2
643296,2015.0,14359500.0,-74.01223359999999,40.702971000000005,2
643442,2019.0,4187138.0,-74.0099012,40.7103437,2
643443,2019.0,3239663.0,-74.00994449999999,40.7102888,2
643524,1983.0,75651300.0,-74.0122357,40.71451,3
644168,2003.0,38525400.0,-73.9962857,40.7593571,2
644193,2015.0,11382750.0,-73.9782041,40.7616662,2
644216,2018.0,22881150.0,-73.9922777,40.769976299999996,2
645538,1989.0,48137400.0,-74.0143413,40.7094292,3
645568,1902.0,95535900.0,-74.0158373,40.7056,0
645573,2005.0,54946864.0,-74.0123949,40.7165768,2
645575,2006.0,138083609.0,-74.01211690000001,40.7156271,2
645576,2007.0,38033567.0,-74.01371359999999,40.70916029999999,2
645577,1931.0,28180800.0,-74.0155345,40.706382299999994,0
645583,2009.0,1310982750.0,-74.0123434,40.711639,2
645585,1930.0,29852558.0,-74.01561020000001,40.706182,0
645586,2012.0,27157050.0,-74.01412459999999,40.708265399999995,2
645590,2014.0,66583219.0,-74.0149938,40.7077603,2
645597,1956.0,45436090.0,-74.0140885,40.7078757,3
645610,1930.0,105002315.0,-74.0129354,40.7137743,0
645632,2016.0,67279056.0,-74.01259300000001,40.7154075,2
645663,2017.0,94579650.0,-74.0074198,40.7447,2
651619,2000.0,48216150.0,-73.9583361,40.74384179999999,2
651621,1996.0,42606900.0,-73.9571016,40.7443436,2
651624,2013.0,59048829.0,-73.95901490000001,40.743315,2
651625,2019.0,13319550.0,-73.9595535,40.741915399999996,2
651801,2007.0,50518800.0,-73.9574975,40.745963200000006,2
651802,2006.0,69214050.0,-73.95666440000001,40.745068100000005,2
651806,2007.0,48031650.0,-73.9562309,40.745699200000004,2
651874,1969.0,109098900.0,-73.82194790000001,40.8639144,3
652141,2018.0,36553950.0,-73.9595676,40.73642589999999,2
652173,1969.0,58722300.0,-74.008198,40.7042257,3
652175,1969.0,36744750.0,-74.0067554,40.7052441,3
652176,1973.0,47375550.0,-74.0061676,40.7056614,3
652177,1931.0,14914438.0,-74.0072603,40.7047912,0
655662,1987.0,23427000.0,-73.9792883,40.745895000000004,3
655670,1973.0,26244900.0,-73.97274449999999,40.7389687,3
656487,1964.0,46641600.0,-74.00781009999999,40.712978799999995,3
658234,1972.0,268274453.0,-73.9850065,40.7547532,3
658243,1982.0,17230505.0,-73.9785716,40.763776899999996,3
658318,1979.0,28974612.0,-73.9716595,40.7532713,3
658320,1937.0,488805306.0,-73.97964520000001,40.7591495,0
658328,1986.0,44891554.0,-73.9500861,40.7681872,3
658339,1996.0,20845008.0,-73.961811,40.7634624,2
658372,1930.0,102738601.0,-74.0118304,40.7071211,0
658392,1963.0,35230500.0,-73.9850125,40.7760469,3
658417,2000.0,23493146.0,-73.9488414,40.781350399999994,2
659149,1999.0,71514450.0,-73.98827259999999,40.7775652,2
659880,1973.0,47653650.0,-74.0105,40.7104644,3
659899,2019.0,7879050.0,-74.0101141,40.7104836,2
659918,2018.0,12049650.0,-74.0063136,40.724597499999994,2
660124,2013.0,26871750.0,-73.9828454,40.695010499999995,2
662240,1984.0,15345899.0,-73.97322109999999,40.7472415,3
662267,1997.0,90565200.0,-73.9857036,40.769166,2
666753,2010.0,37107900.0,-73.9560351,40.7472225,2
671273,2019.0,9537300.0,-73.9739541,40.681705,2
671848,1970.0,36249300.0,-73.97897640000001,40.7392033,3
672025,2007.0,41767200.0,-73.9883963,40.772042799999994,2
672031,1961.0,386169750.0,-73.981002,40.76054129999999,3
672086,1930.0,45860850.0,-73.99075309999999,40.75146289999999,0
672133,1986.0,35437050.0,-73.9448709,40.779559000000006,3
672490,1968.0,38499750.0,-73.9797985,40.7535063,3
672767,2017.0,29809800.0,-73.9590911,40.7368265,2
673964,1966.0,17482500.0,-73.97584499999999,40.726961100000004,3
674200,2010.0,29271718.0,-73.96422790000001,40.7196954,2
674638,1972.0,8550900.0,-73.9134842,40.87558,3
674802,1885.0,55686150.0,-74.0129013,40.7054275,0
674922,1988.0,143163000.0,-73.9828835,40.7572891,3
674952,1929.0,76008150.0,-73.9888723,40.7541032,0
675060,2014.0,61673850.0,-73.9806443,40.6872205,2
676375,1985.0,23618701.0,-73.9690601,40.7546348,3
676621,1966.0,41876550.0,-73.954936,40.76606470000001,3
676803,2006.0,59399570.0,-73.9894861,40.7757016,2
676839,2006.0,87775814.0,-73.9899483,40.7750511,2
676841,1977.0,52917300.0,-73.95389899999999,40.7674092,3
679541,2020.0,5937030.0,-73.96737759999999,40.6821342,2
680128,1975.0,167053950.0,-74.0108694,40.719519299999995,3
680669,1928.0,61603200.0,-73.9941608,40.7455454,0
680718,2017.0,51443550.0,-73.9888988,40.7465935,2
680733,2006.0,47323832.0,-73.99240340000001,40.7440055,2
680761,2008.0,23937300.0,-73.98531870000001,40.746719399999996,2
680762,2007.0,14615100.0,-73.9821208,40.747715299999996,2
680765,2013.0,81367657.0,-73.9846157,40.7432554,2
680792,1926.0,67313250.0,-73.9826908,40.748934000000006,0
680807,1932.0,170328598.0,-73.9864854,40.741512799999995,0
680954,1975.0,19287450.0,-73.9791571,40.7383799,3
680972,1989.0,102206147.0,-73.9727199,40.7463274,3
681012,1965.0,95175501.0,-73.98277390000001,40.77612620000001,3
681068,1994.0,74474550.0,-73.98940329999999,40.77379129999999,2
681098,1970.0,12313350.0,-73.9697013,40.7892049,3
681222,1972.0,43612200.0,-73.9733432,40.748957,3
681231,1987.0,44218133.0,-73.9648427,40.7644982,3
681377,2005.0,24646062.0,-73.9490095,40.773917700000005,2
681395,1973.0,38497515.0,-73.95230620000001,40.773469,3
682070,1974.0,19132650.0,-73.9396761,40.802296500000004,3
683278,2002.0,41168700.0,-73.9885616,40.7769806,2
689190,1971.0,35671950.0,-73.9459804,40.7783189,3
689374,1954.0,42058350.0,-73.980597,40.7504653,3
689469,1999.0,25167150.0,-73.9919295,40.6939027,2
689485,1981.0,46196100.0,-73.9837106,40.7699425,3
689907,1971.0,10519200.0,-74.0228618,40.6383217,3
689947,2016.0,50818950.0,-73.9378882,40.748043,2
691654,2011.0,32044050.0,-73.9799765,40.6896907,2
691730,1971.0,12764700.0,-74.0250025,40.6396085,3
691788,2016.0,47529900.0,-73.9373285,40.7483831,2
691789,2015.0,55441800.0,-73.9384223,40.748101,2
693292,2002.0,27828466.0,-73.94814620000001,40.779129600000005,2
694232,1910.0,14997600.0,-74.0093816,40.70884229999999,0
694238,1929.0,21757950.0,-74.00912159999999,40.7064764,0
694265,1964.0,192345750.0,-74.0091254,40.7077691,3
694276,1899.0,31084721.0,-74.0077912,40.7111727,0
694280,1968.0,126668250.0,-74.01011740000001,40.7086501,3
694395,1994.0,81296550.0,-74.0049924,40.714719099999996,2
694515,1914.0,143577000.0,-74.00463570000001,40.7200001,0
695825,1926.0,28465650.0,-73.9961934,40.7319068,0
697791,1909.0,31821300.0,-73.9873552,40.7412686,0
697792,1928.0,112364100.0,-73.98558659999999,40.742745,0
697987,1927.0,83747700.0,-73.9867132,40.757221,0
698017,1918.0,27010800.0,-73.9856417,40.7549619,0
698184,1963.0,84025800.0,-73.9768487,40.7770749,3
698277,1890.0,57959100.0,-73.97518740000001,40.7780077,0
700068,1964.0,154740600.0,-73.9787457,40.7612271,3
700076,1984.0,159455250.0,-73.97350420000001,40.7614621,3
700093,1931.0,113013900.0,-73.981206,40.75391,0
700125,1929.0,13366800.0,-73.9660902,40.753343900000004,0
704092,1926.0,29774250.0,-73.9910064,40.6933564,0
704110,1927.0,35740800.0,-73.99086209999999,40.6936089,0
704381,1928.0,11926800.0,-73.9916413,40.691877000000005,0
716025,2002.0,270602100.0,-73.98688680000001,40.755519299999996,2
717710,2003.0,282183312.0,-73.9897166,40.755928499999996,2
717756,1999.0,193329900.0,-73.98706709999999,40.7565705,2
718133,2011.0,122122353.0,-73.9832108,40.690267600000006,2
718816,2007.0,28903500.0,-73.9472208,40.7803835,2
718970,1975.0,23811300.0,-73.98621390000001,40.7108812,3
719376,1975.0,22133700.0,-73.95683609999999,40.819826500000005,3
719386,2000.0,237406950.0,-73.9875726,40.7558569,2
723127,2006.0,201779550.0,-74.0118748,40.7133325,2
723231,1983.0,196055508.0,-73.9738937,40.762310299999996,3
723232,1989.0,68910329.0,-73.9712296,40.7456902,3
725506,1971.0,22852800.0,-73.956624,40.7794844,3
728812,2011.0,36970650.0,-73.9571425,40.748043599999995,2
729374,1983.0,70830000.0,-73.9690943,40.758702500000005,3
730082,2015.0,21398400.0,-73.940463,40.746350899999996,2
730100,2016.0,11398500.0,-73.9417438,40.7467907,2
730226,1953.0,175204350.0,-73.9776537,40.7558198,3
730231,1961.0,341739450.0,-73.9805325,40.7611643,3
730232,1960.0,127525950.0,-73.9814816,40.7623886,3
730262,1982.0,8860050.0,-73.9704041,40.7600093,3
730425,2000.0,67450500.0,-73.99077209999999,40.74491389999999,2
730607,1997.0,86033134.0,-73.9876621,40.7789896,2
730608,2000.0,96508091.0,-73.98727559999999,40.7797499,2
732934,1960.0,25108201.0,-73.82661759999999,40.7119125,3
733923,1989.0,294033150.0,-74.0110031,40.72086420000001,3
735236,2012.0,47525403.0,-73.98573470000001,40.6916513,2
735397,1987.0,40030827.0,-73.9552313,40.7778754,3
735405,1987.0,18333917.0,-73.9861641,40.7420232,3
735412,1931.0,30336750.0,-74.0064996,40.7079093,0
735414,2003.0,24796800.0,-73.9522534,40.7816894,2
735421,1988.0,38180708.0,-73.9489558,40.77814179999999,3
735433,2007.0,144737100.0,-74.0056775,40.7109698,2
735439,1883.0,39731854.0,-74.0069616,40.7111453,0
736101,1929.0,24047686.0,-73.97772420000001,40.68551,0
736725,2016.0,13348013.0,-74.0122375,40.7042007,2
736734,2019.0,4635900.0,-74.0132985,40.7077632,2
736740,1930.0,58438800.0,-74.0097348,40.7070143,0
738362,2006.0,15932700.0,-73.991407,40.746975299999995,2
738468,1975.0,44429400.0,-73.9605446,40.7684053,3
743356,1992.0,66251250.0,-74.00089100000001,40.7138876,3
744677,2016.0,52457850.0,-74.00737990000002,40.7098141,2
745122,1974.0,32955750.0,-73.96422779999999,40.76016679999999,3
745405,1986.0,168615000.0,-74.0148688,40.7135353,3
745833,1986.0,32042700.0,-74.0126809,40.703382700000006,3
745856,1987.0,14332950.0,-74.00475390000001,40.7078819,3
746197,1966.0,26246700.0,-73.9347093,40.820968900000004,3
746216,1971.0,9476550.0,-73.7522726,40.5941677,3
746236,1985.0,119664450.0,-73.9725368,40.743837799999994,3
746286,2016.0,68457476.0,-73.9455096,40.744745,2
746379,1969.0,36770850.0,-74.01484959999999,40.7080732,3
746392,1986.0,170964900.0,-74.0155571,40.710645,3
746407,1986.0,52173900.0,-74.00847990000001,40.7091224,3
746505,2013.0,26330850.0,-73.98300440000001,40.7644995,2
746562,1984.0,63019800.0,-73.9695997,40.7508307,3
746569,1919.0,98276400.0,-73.9763376,40.7520345,0
746585,2014.0,132838650.0,-73.9719411,40.744458,2
746644,1987.0,82774385.0,-74.0164006,40.708471,3
746684,2015.0,211558718.0,-74.0028405,40.753266499999995,2
746857,2014.0,140169158.0,-73.99090190000001,40.7721994,2
747703,1986.0,26734375.0,-73.9525348,40.771904600000006,3
747742,2000.0,34183662.0,-73.96396850000001,40.7656781,2
747818,1987.0,25203612.0,-73.9483245,40.7819924,3
747976,1987.0,38265418.0,-73.9815537,40.7754947,3
748586,1988.0,2186550.0,-73.9469545,40.783874700000005,3
749134,1967.0,9514350.0,-73.9990223,40.7271365,3
749245,1988.0,31973449.0,-73.9736537,40.748539799999996,3
749356,1975.0,35815950.0,-73.95762890000002,40.7606696,3
749500,1975.0,96587100.0,-73.96094740000001,40.7587357,3
749658,2011.0,107913604.0,-73.99658149999999,40.7622089,2
749787,2006.0,35794365.0,-73.9854093,40.777982,2
749798,2007.0,61197300.0,-73.98457940000002,40.7754046,2
749981,1930.0,35551350.0,-73.97087859999999,40.7479847,0
750183,1987.0,97404300.0,-73.9541493,40.765682899999995,3
750779,1974.0,9699300.0,-73.93543659999999,40.8012484,3
751362,1974.0,38801250.0,-73.9463311,40.7777097,3
751812,1964.0,13145400.0,-73.9342099,40.8473892,3
751953,1970.0,97611759.0,-74.0106069,40.7022658,3
753928,2014.0,95711853.0,-73.965878,40.7590804,2
757205,1925.0,15700950.0,-74.0135976,40.7061465,0
757213,1928.0,28306350.0,-74.0134281,40.706344200000004,0
757257,1967.0,33119100.0,-73.99186759999999,40.6987774,3
757261,1971.0,22234050.0,-73.9921707,40.6976109,3
757276,2010.0,18973350.0,-73.9927124,40.756535299999996,2
757286,2010.0,23306400.0,-73.99179570000001,40.7558354,2
757289,2017.0,17171100.0,-73.9926694,40.7538208,2
757409,1984.0,39113550.0,-73.9753386,40.7891157,3
762440,2020.0,10156050.0,-73.9608819,40.7349662,2
768682,2016.0,108901350.0,-73.971413,40.747403000000006,2
773862,2020.0,275400.0,-73.96117530000001,40.7392892,2
786506,1976.0,17325000.0,-73.98458240000001,40.7156706,3
786532,1998.0,15777450.0,-73.9458472,40.7822657,2
786535,1977.0,36698400.0,-73.96809379999999,40.760198100000004,3
787151,2020.0,3387150.0,-73.9607249,40.7381034,2
788190,2015.0,26671500.0,-73.9412533,40.7464034,2
788242,2011.0,13535100.0,-73.9401208,40.7495566,2
788243,2015.0,39807900.0,-73.939713,40.749592,2
788398,2008.0,21255300.0,-73.98658470000001,40.750394799999995,2
788401,1973.0,398716650.0,-73.9823995,40.7586641,3
788402,2003.0,54444313.0,-73.9841668,40.7643323,2
788404,1968.0,471046950.0,-73.97925409999999,40.76306339999999,3
788407,2019.0,42307650.0,-74.00688609999999,40.7482105,2
