,bldgclass,bldgarea,officearea,retailarea,resarea,comarea,unitstotal,assesstot,longitude,latitude,Cluster
598955,O4,1143631.0,1018872.0,47043.0,0.0,1143631.0,1.0,166541400.0,-73.9386056,40.748949200000006,1
599269,O4,949976.0,755895.0,25310.0,0.0,792705.0,45.0,113971050.0,-73.9817906,40.7543026,1
599367,D4,206504.0,0.0,13392.0,177452.0,29052.0,152.0,20742750.0,-73.9600021,40.7699559,0
599833,O4,701095.0,637718.0,18377.0,0.0,701095.0,82.0,94988250.0,-73.9825247,40.762913,2
599881,O4,2812739.0,2685483.0,127256.0,0.0,2812739.0,513.0,447808500.0,-73.98571170000001,40.74845139999999,3
599882,O4,1633544.0,1553937.0,49000.0,0.0,1633544.0,48.0,366296400.0,-73.9817958,40.7616942,3
599884,O4,1482208.0,1430423.0,51785.0,0.0,1482208.0,79.0,320704200.0,-73.980027,40.761768,3
599887,O4,843564.0,819564.0,24000.0,0.0,843564.0,1.0,186588000.0,-73.9835277,40.764892100000004,1
599899,O4,753137.0,728237.0,10900.0,0.0,753137.0,35.0,103791150.0,-73.9807017,40.76287979999999,1
599903,H2,300941.0,,,,,1.0,7747200.0,-73.9833739,40.7592489,0
599905,H1,277509.0,0.0,0.0,0.0,89152.0,2.0,19458900.0,-73.9833124,40.7597182,0
599909,H1,634793.0,0.0,50603.0,0.0,50603.0,3.0,106867350.0,-73.98046690000001,40.7634644,0
599913,O4,2636182.0,2175062.0,240492.0,0.0,2508386.0,71.0,501645600.0,-73.9820672,40.7593805,3
599916,D6,578099.0,0.0,22800.0,489577.0,88522.0,554.0,80060850.0,-73.98581709999999,40.7618265,0
599921,O4,1020000.0,1009629.0,10371.0,0.0,1020000.0,7.0,195077700.0,-73.982843,40.7605196,1
599924,O4,866359.0,785230.0,8488.0,0.0,866359.0,103.0,185575950.0,-73.9808815,40.76536110000001,1
599934,H2,690000.0,0.0,1590.0,0.0,1590.0,3.0,79047000.0,-73.9890053,40.7575423,0
599936,O4,543411.0,444475.0,76321.0,0.0,520796.0,73.0,117675900.0,-73.975103,40.7622941,2
599938,RD,216153.0,0.0,0.0,208266.0,7887.0,424.0,37940459.0,-73.9859611,40.763618900000004,0
599939,O4,596559.0,553559.0,11000.0,0.0,596559.0,36.0,69012900.0,-73.98227179999999,40.7635113,2
599944,H3,84500.0,0.0,2850.0,0.0,2850.0,1.0,13556250.0,-73.9810694,40.752109499999996,0
599948,D6,339993.0,0.0,0.0,0.0,99875.0,128.0,28012250.0,-73.9804137,40.7725714,0
599959,O4,733001.0,712616.0,20365.0,0.0,733001.0,70.0,120812850.0,-73.9794015,40.7533251,1
599960,D8,230000.0,1000.0,20000.0,209000.0,21000.0,272.0,31908150.0,-73.99151020000001,40.7582727,0
599967,O4,444293.0,436175.0,8118.0,0.0,444293.0,27.0,88353900.0,-73.9732772,40.76043,2
599970,D8,352725.0,0.0,8080.0,336184.0,16541.0,362.0,35611650.0,-73.974237,40.7521301,0
599975,O4,373005.0,353005.0,20000.0,0.0,373005.0,2.0,62406450.0,-73.9789816,40.757077100000004,2
599981,O4,528552.0,519260.0,9282.0,0.0,528542.0,25.0,107610750.0,-73.9721327,40.76088529999999,2
599984,O4,778203.0,756583.0,21600.0,0.0,778203.0,1.0,146290500.0,-73.9789257,40.7513406,1
599985,H1,406261.0,,,,,1.0,39265650.0,-73.9726656,40.7554619,0
599987,O4,369787.0,346769.0,22998.0,0.0,369787.0,2.0,42055650.0,-73.97268129999999,40.7611792,2
599988,O4,1088389.0,1014750.0,36230.0,0.0,1088389.0,39.0,185566500.0,-73.9777565,40.7508737,1
599989,O4,359326.0,348181.0,11145.0,0.0,359326.0,62.0,46658700.0,-73.97378570000001,40.7524319,2
599991,O4,427158.0,394563.0,32595.0,0.0,427178.0,74.0,70300800.0,-73.9788703,40.7553863,2
599992,O4,301128.0,288708.0,9920.0,0.0,298648.0,85.0,38640150.0,-73.9794417,40.7517826,2
599994,O4,389438.0,313588.0,64886.0,0.0,389438.0,5.0,77875200.0,-73.9784472,40.757675299999995,2
599998,H1,832240.0,0.0,0.0,0.0,17000.0,1.0,95580000.0,-73.97492059999999,40.757951899999995,0
600000,O4,656436.0,637777.0,18639.0,0.0,656436.0,2.0,167739750.0,-73.9742168,40.75768,2
600002,D6,74291.0,0.0,3961.0,541233.0,58807.0,184.0,11382750.0,-73.9782727,40.7616936,0
600005,O4,986431.0,960471.0,18000.0,0.0,986431.0,23.0,117653400.0,-73.9758764,40.750080100000005,1
600006,O4,665110.0,615379.0,25904.0,0.0,665110.0,8.0,105614100.0,-73.9733198,40.7531756,2
600008,O4,536992.0,517700.0,18000.0,0.0,535720.0,2.0,135693000.0,-73.97372929999999,40.7583057,2
600009,O4,1142417.0,1062040.0,10658.0,0.0,1142417.0,2.0,233586450.0,-73.9800333,40.7526473,1
600012,O4,246605.0,233287.0,13298.0,0.0,246605.0,131.0,37161000.0,-73.9770238,40.7507364,0
600014,O4,1035307.0,992376.0,42931.0,0.0,1035307.0,167.0,185887800.0,-73.9753741,40.751636299999994,1
600016,O4,1064223.0,1038879.0,25344.0,0.0,1064223.0,20.0,237496500.0,-73.97367120000001,40.7591236,1
600018,O4,426775.0,402935.0,23840.0,0.0,426775.0,40.0,40136850.0,-73.9697584,40.75890029999999,2
600020,O4,458300.0,453300.0,5000.0,0.0,458300.0,50.0,46209150.0,-73.97240500000001,40.7570757,2
600021,O4,743789.0,674979.0,25632.0,0.0,743789.0,30.0,117600750.0,-73.9734891,40.7540787,1
600024,O4,666376.0,633376.0,33000.0,0.0,666376.0,40.0,92957850.0,-73.97461990000001,40.751356200000004,2
600025,O4,627691.0,584285.0,14807.0,0.0,627681.0,42.0,166980600.0,-73.974948,40.7522455,2
600026,O4,761384.0,734837.0,26220.0,0.0,761067.0,65.0,106998750.0,-73.9728142,40.7538562,1
600028,O4,292663.0,282663.0,10000.0,0.0,292663.0,1.0,113932350.0,-73.9747322,40.759705700000005,2
600033,O4,624883.0,564429.0,20000.0,0.0,624883.0,38.0,79042950.0,-73.9712716,40.7571907,2
600037,O4,1039281.0,1029281.0,10000.0,0.0,1039281.0,16.0,143023950.0,-73.974138,40.7560139,1
600040,H1,517158.0,0.0,0.0,0.0,15000.0,5.0,60798600.0,-73.9739815,40.7501072,0
600041,D3,87151.0,25656.0,0.0,46175.0,40976.0,22.0,11551500.0,-73.9719997,40.7509823,0
600042,O4,849014.0,795004.0,27000.0,0.0,849024.0,102.0,260679150.0,-73.9721482,40.7584563,1
600044,O4,984485.0,971485.0,13000.0,0.0,984485.0,36.0,214324200.0,-73.9707515,40.7578658,1
600078,O4,345048.0,310587.0,19861.0,0.0,330448.0,37.0,78950250.0,-73.97845140000001,40.7560367,2
600094,D9,394804.0,0.0,1600.0,0.0,90000.0,195.0,36264150.0,-73.9493648,40.8099534,0
600516,O4,805467.0,704001.0,16300.0,0.0,805467.0,27.0,112222350.0,-73.9702265,40.753493299999995,1
600530,O4,529169.0,510918.0,8920.0,0.0,529169.0,71.0,95593950.0,-73.9700955,40.7559059,2
602111,D3,502595.0,0.0,0.0,477595.0,25000.0,415.0,37339200.0,-73.9497213,40.7732263,0
602136,RM,186267.0,2835.0,5652.0,165401.0,20866.0,184.0,27204739.0,-73.95374559999999,40.7699535,0
603300,D4,218364.0,3633.0,6000.0,208731.0,9633.0,275.0,22628250.0,-73.98149649999999,40.7474929,0
603336,D6,128186.0,0.0,2000.0,9356.0,2000.0,104.0,7864650.0,-73.98182309999999,40.741240399999995,0
603365,D4,329706.0,0.0,27000.0,302706.0,27000.0,272.0,32955750.0,-73.976866,40.748093100000006,0
603395,D4,617569.0,18527.0,0.0,599042.0,18527.0,253.0,65294550.0,-73.9766865,40.776061999999996,0
603403,D6,351560.0,0.0,10952.0,340608.0,10952.0,311.0,36139950.0,-73.9784803,40.7446158,0
603414,D4,421205.0,0.0,12000.0,350205.0,71000.0,395.0,59737500.0,-73.982788,40.777797799999995,0
603418,D4,307549.0,0.0,5121.0,302428.0,5121.0,198.0,33615000.0,-73.9779355,40.766055,0
603438,D4,608532.0,2100.0,0.0,606432.0,2100.0,208.0,57014550.0,-73.9677083,40.788359,0
603441,D4,323484.0,0.0,6363.0,307121.0,16363.0,202.0,16257150.0,-73.97056640000001,40.792798,0
603451,D7,244841.0,2102.0,0.0,211222.0,33619.0,205.0,7549650.0,-73.968816,40.790459000000006,0
603456,D7,324992.0,0.0,3500.0,284918.0,3500.0,271.0,28653750.0,-73.97377879999999,40.788462100000004,0
603488,D4,199526.0,740.0,11165.0,169890.0,29636.0,169.0,11430900.0,-73.969043,40.7914088,0
603505,RM,216565.0,0.0,10357.0,191329.0,25236.0,200.0,29182501.0,-73.95525119999999,40.7697977,0
603511,RM,217163.0,0.0,4219.0,212944.0,4219.0,89.0,47598764.0,-73.9682999,40.7517581,0
603517,D6,566083.0,4699.0,11167.0,523883.0,42200.0,547.0,59522400.0,-73.9627675,40.7635973,0
603518,D6,215465.0,0.0,10800.0,167048.0,48417.0,116.0,20281500.0,-73.9640811,40.7643387,0
603519,D6,490652.0,4000.0,19000.0,423652.0,67000.0,328.0,60908400.0,-73.9614199,40.7655977,0
603540,D6,348130.0,0.0,7800.0,305781.0,42349.0,181.0,30714300.0,-73.9608131,40.7660669,0
603554,D6,410902.0,2000.0,0.0,370144.0,40758.0,293.0,31495950.0,-73.9534112,40.768012899999995,0
603561,D6,205261.0,0.0,5000.0,200261.0,5000.0,233.0,34346250.0,-73.95568759999999,40.7759049,0
603571,D4,345242.0,1500.0,0.0,338742.0,6500.0,125.0,30467250.0,-73.94695250000001,40.772791399999996,0
603578,D4,301851.0,0.0,4580.0,264147.0,37704.0,371.0,31549950.0,-73.94670390000002,40.781182,0
603584,D7,279945.0,4607.0,350.0,246702.0,33243.0,269.0,30936150.0,-73.945572,40.7788484,0
603653,D4,350000.0,0.0,9855.0,340145.0,9855.0,244.0,35116200.0,-73.9572117,40.7696063,0
606262,D6,281902.0,0.0,20422.0,231480.0,50422.0,270.0,30884850.0,-73.9493936,40.77218320000001,0
606275,RM,556414.0,12666.0,10322.0,533426.0,22988.0,438.0,102598224.0,-73.98087640000001,40.770441600000005,0
606500,O4,1712218.0,1504490.0,78675.0,0.0,1712218.0,30.0,441764550.0,-73.9724264,40.7577537,3
606520,D4,914921.0,0.0,30497.0,884424.0,30497.0,391.0,86302800.0,-73.96306120000001,40.7678407,0
606530,D4,325680.0,0.0,21312.0,291968.0,33712.0,130.0,32712300.0,-73.9612551,40.7695336,0
606541,D6,800227.0,59342.0,56191.0,644393.0,155834.0,725.0,104701500.0,-73.98011159999999,40.7444762,0
606673,D8,364690.0,0.0,7828.0,337107.0,27583.0,240.0,56067300.0,-73.95331440000001,40.7722727,0
607908,D7,503310.0,0.0,7000.0,496310.0,7000.0,484.0,12775950.0,-73.93556120000001,40.8479499,0
614926,D9,41500.0,0.0,0.0,41500.0,0.0,29.0,3708450.0,-73.9917999,40.692003299999996,0
615440,H1,450000.0,0.0,2870.0,14000.0,2870.0,12.0,52301700.0,-73.9895754,40.758596399999995,0
616370,O4,1596521.0,1564521.0,32000.0,0.0,1596521.0,23.0,329098950.0,-73.9869433,40.762230200000005,3
618216,O4,2245112.0,2189226.0,55886.0,0.0,2245112.0,48.0,587422800.0,-73.9847139,40.755562899999994,3
618772,D5,377214.0,0.0,6000.0,371214.0,6000.0,374.0,35383950.0,-74.01022890000002,40.7063033,0
618773,D9,493187.0,0.0,12487.0,456700.0,36487.0,440.0,53905500.0,-74.0099187,40.706207299999996,0
618814,D6,547239.0,0.0,8890.0,518349.0,28890.0,601.0,51083550.0,-73.9917902,40.7707695,0
618975,D4,250220.0,19000.0,0.0,211318.0,38902.0,277.0,24941250.0,-73.98526700000001,40.735364399999995,0
619054,RM,98881.0,3000.0,0.0,95881.0,3000.0,82.0,14805133.0,-73.9470431,40.77233579999999,0
619764,RM,94292.0,0.0,3180.0,91112.0,3180.0,126.0,11296363.0,-73.9773745,40.7491939,0
619793,RM,150768.0,0.0,2713.0,147559.0,3209.0,126.0,23431957.0,-73.96525890000001,40.755643799999994,0
620493,D7,147683.0,0.0,7154.0,0.0,7154.0,145.0,6074100.0,-73.9779929,40.745409,0
620551,D6,302854.0,0.0,16145.0,270959.0,31895.0,182.0,31680450.0,-73.950164,40.7751643,0
620585,D4,340068.0,0.0,8800.0,301268.0,38800.0,315.0,31276800.0,-73.9462556,40.781780100000006,0
621278,D1,475438.0,0.0,0.0,475438.0,0.0,400.0,7373700.0,-73.9278532,40.8363709,0
628806,O4,281263.0,269063.0,12200.0,0.0,281263.0,87.0,37353150.0,-73.97997600000001,40.751197999999995,2
628862,D6,37709.0,0.0,0.0,32530.0,5179.0,128.0,1013400.0,-73.9801031,40.7727306,0
628869,D6,38353.0,0.0,0.0,33086.0,5267.0,128.0,1030950.0,-73.98018259999999,40.7727635,0
628875,D6,115060.0,0.0,0.0,99258.0,15802.0,128.0,4664700.0,-73.9803378,40.7728294,0
629232,RM,333597.0,123802.0,3596.0,164507.0,169090.0,213.0,60401821.0,-73.9812792,40.7629979,0
630271,O4,896956.0,864078.0,2878.0,0.0,896956.0,59.0,51715350.0,-74.01373050000001,40.7033469,1
630290,O4,1007569.0,993569.0,1.0,0.0,993570.0,39.0,82539900.0,-74.0110544,40.7039922,1
630295,H2,143731.0,,,,,1.0,19089000.0,-74.0122987,40.703841100000005,0
630311,O4,406025.0,397073.0,8952.0,0.0,406025.0,88.0,20403450.0,-74.01104740000001,40.705276700000006,2
630317,O4,1529480.0,1454568.0,45000.0,0.0,1529480.0,30.0,138352950.0,-74.01264509999999,40.704499799999994,3
630322,RM,975719.0,0.0,46636.0,774779.0,46636.0,777.0,111148200.0,-74.00771490000001,40.7064627,0
630330,O4,1104184.0,1055911.0,19897.0,0.0,1104184.0,70.0,63323100.0,-74.00680240000001,40.7061471,1
630368,H3,42568.0,,,,,1.0,5876100.0,-74.00723149999999,40.7055844,0
630379,RM,542247.0,0.0,3370.0,316775.0,30995.0,350.0,88123821.0,-74.0081187,40.7050409,0
634205,D8,887879.0,14408.0,40068.0,788774.0,99105.0,927.0,74700450.0,-74.0004657,40.761270200000006,0
637713,RD,241518.0,0.0,0.0,241518.0,0.0,236.0,26488934.0,-73.9535632,40.5863199,0
638718,RM,541114.0,2892.0,9265.0,473021.0,68093.0,277.0,83908983.0,-73.9912844,40.7739918,0
638730,RM,374741.0,0.0,29275.0,321387.0,52284.0,405.0,54961334.0,-73.9996498,40.7617808,0
638811,O4,544015.0,542515.0,0.0,0.0,544015.0,96.0,53765550.0,-74.01387820000001,40.7028912,2
638869,O4,692431.0,655773.0,5089.0,0.0,692431.0,14.0,79231050.0,-74.01330109999999,40.7027595,2
640816,D6,1597950.0,16000.0,17840.0,1359110.0,238840.0,1660.0,49701600.0,-73.9226493,40.8518696,0
641866,D6,347118.0,3464.0,0.0,294630.0,52488.0,274.0,27699300.0,-73.9445418,40.7802176,0
641970,D7,1150560.0,0.0,6861.0,977899.0,172661.0,845.0,107415450.0,-73.9558542,40.7479031,0
642067,RM,657760.0,0.0,43210.0,614550.0,43210.0,846.0,120848324.0,-73.99874399999999,40.752390999999996,0
642068,O4,1824452.0,1500700.0,0.0,0.0,1824452.0,10.0,161430300.0,-73.9979572,40.752086299999995,3
642131,RM,454692.0,0.0,9071.0,372926.0,81766.0,466.0,50613822.0,-73.9609233,40.7320842,0
642135,D6,657592.0,0.0,2000.0,325796.0,2000.0,492.0,51319350.0,-73.9890418,40.7108321,0
642137,RM,1099034.0,0.0,44862.0,1019919.0,79115.0,1024.0,153681774.0,-73.99123859999999,40.7104563,0
642314,D8,583731.0,16436.0,18522.0,517053.0,66678.0,414.0,59520150.0,-73.95153140000001,40.7664998,0
642397,O4,973587.0,929884.0,479.0,0.0,973587.0,31.0,92949750.0,-74.007693,40.7038085,1
642398,H9,267570.0,116999.0,10000.0,133018.0,126999.0,89.0,20531250.0,-74.006355,40.7049093,0
642399,O4,582412.0,558708.0,16051.0,0.0,582412.0,69.0,35068500.0,-74.0059583,40.704761100000006,2
642400,O4,1079361.0,1077987.0,1374.0,0.0,1079361.0,50.0,107103150.0,-74.0055147,40.7052689,1
642415,D7,326250.0,0.0,1013.0,295237.0,31013.0,416.0,9026550.0,-73.95862890000001,40.7372408,0
643296,H2,102407.0,,,,,250.0,14359500.0,-74.01223359999999,40.702971000000005,0
643442,D7,64666.0,0.0,5000.0,0.0,7500.0,211.0,4187138.0,-74.0099012,40.7103437,0
643443,D7,50032.0,0.0,1821.0,7285.0,1821.0,211.0,3239663.0,-74.00994449999999,40.7102888,0
643524,O4,1133549.0,1059466.0,9484.0,0.0,1133548.0,4.0,75651300.0,-74.0122357,40.71451,1
644168,D8,411430.0,0.0,12197.0,374336.0,37094.0,420.0,38525400.0,-73.9962857,40.7593571,0
644193,D6,74291.0,0.0,3961.0,541233.0,58807.0,184.0,11382750.0,-73.9782041,40.7616662,0
644216,D6,163321.0,9200.0,7000.0,0.0,16200.0,85.0,22881150.0,-73.9922777,40.769976299999996,0
645538,H2,420322.0,0.0,3000.0,0.0,3000.0,5.0,48137400.0,-74.0143413,40.7094292,0
645568,RM,1202417.0,756035.0,0.0,446382.0,756035.0,623.0,95535900.0,-74.0158373,40.7056,1
645573,RM,403941.0,0.0,16868.0,312051.0,91890.0,315.0,54946864.0,-74.0123949,40.7165768,0
645575,RM,770447.0,0.0,151706.0,561827.0,208620.0,390.0,138083609.0,-74.01211690000001,40.7156271,0
645576,RM,312633.0,0.0,11118.0,169352.0,11118.0,225.0,38033567.0,-74.01371359999999,40.70916029999999,0
645577,D8,335746.0,0.0,4000.0,331746.0,4000.0,295.0,28180800.0,-74.0155345,40.706382299999994,0
645583,O4,8837500.0,2900000.0,50000.0,0.0,2950000.0,1.0,1310982750.0,-74.0123434,40.711639,3
645585,RM,179856.0,0.0,10000.0,169856.0,10000.0,284.0,29852558.0,-74.01561020000001,40.706182,0
645586,H2,142236.0,,,,,1.0,27157050.0,-74.01412459999999,40.708265399999995,0
645590,RM,386869.0,6159.0,11896.0,368814.0,18055.0,204.0,66583219.0,-74.0149938,40.7077603,0
645597,RM,366023.0,0.0,50183.0,315840.0,50183.0,454.0,45436090.0,-74.0140885,40.7078757,0
645610,RM,940515.0,462010.0,106443.0,372062.0,568453.0,169.0,105002315.0,-74.0129354,40.7137743,2
645632,RM,332029.0,0.0,0.0,329851.0,2178.0,160.0,67279056.0,-74.01259300000001,40.7154075,0
645663,D6,764332.0,0.0,187781.0,576551.0,187781.0,251.0,94579650.0,-74.0074198,40.7447,0
651619,D8,395509.0,0.0,6000.0,329509.0,66000.0,503.0,48216150.0,-73.9583361,40.74384179999999,0
651621,D4,724475.0,0.0,23090.0,505505.0,218970.0,536.0,42606900.0,-73.9571016,40.7443436,0
651624,RM,522805.0,0.0,13754.0,454014.0,68791.0,622.0,59048829.0,-73.95901490000001,40.743315,0
651625,D6,805287.0,0.0,8071.0,767216.0,38071.0,802.0,13319550.0,-73.9595535,40.741915399999996,0
651801,D8,477000.0,0.0,17000.0,460000.0,17000.0,498.0,50518800.0,-73.9574975,40.745963200000006,0
651802,D8,684862.0,0.0,5800.0,679062.0,5800.0,580.0,69214050.0,-73.95666440000001,40.745068100000005,0
651806,D8,631601.0,0.0,1.0,466000.0,2.0,403.0,48031650.0,-73.9562309,40.745699200000004,0
651874,D4,5541031.0,7200.0,0.0,5529331.0,11700.0,4470.0,109098900.0,-73.82194790000001,40.8639144,0
652141,D7,448412.0,0.0,476.0,378392.0,70020.0,424.0,36553950.0,-73.9595676,40.73642589999999,0
652173,O4,541568.0,541268.0,300.0,0.0,541568.0,35.0,58722300.0,-74.008198,40.7042257,2
652175,O4,463664.0,451164.0,7500.0,0.0,463664.0,65.0,36744750.0,-74.0067554,40.7052441,2
652176,O4,664990.0,566858.0,0.0,0.0,566858.0,23.0,47375550.0,-74.0061676,40.7056614,2
652177,RM,73250.0,0.0,2016.0,71234.0,2016.0,51.0,14914438.0,-74.0072603,40.7047912,0
655662,D8,176584.0,0.0,2000.0,0.0,2000.0,259.0,23427000.0,-73.9792883,40.745895000000004,0
655670,D3,385786.0,1142.0,0.0,378356.0,7430.0,375.0,26244900.0,-73.97274449999999,40.7389687,0
656487,O4,541195.0,516195.0,25000.0,0.0,541195.0,36.0,46641600.0,-74.00781009999999,40.712978799999995,2
658234,RI,1041794.0,944064.0,82662.0,0.0,1041794.0,11.0,268274453.0,-73.9850065,40.7547532,1
658243,RM,106502.0,0.0,27650.0,78852.0,27650.0,51.0,17230505.0,-73.9785716,40.763776899999996,0
658318,RM,244862.0,23978.0,4808.0,191568.0,53294.0,265.0,28974612.0,-73.9716595,40.7532713,0
658320,RC,2117061.0,2046035.0,71026.0,0.0,2117061.0,109.0,488805306.0,-73.97964520000001,40.7591495,3
658328,RM,292013.0,0.0,0.0,240381.0,51632.0,210.0,44891554.0,-73.9500861,40.7681872,0
658339,RM,99863.0,0.0,10205.0,89658.0,10205.0,104.0,20845008.0,-73.961811,40.7634624,0
658372,RM,1058982.0,0.0,184469.0,874513.0,184469.0,576.0,102738601.0,-74.0118304,40.7071211,0
658392,RM,482878.0,11248.0,0.0,471630.0,11248.0,514.0,35230500.0,-73.9850125,40.7760469,0
658417,RM,149477.0,0.0,3522.0,145955.0,3522.0,142.0,23493146.0,-73.9488414,40.781350399999994,0
659149,D6,524466.0,3957.0,17042.0,454034.0,70432.0,459.0,71514450.0,-73.98827259999999,40.7775652,0
659880,O4,647875.0,491163.0,156712.0,0.0,647875.0,34.0,47653650.0,-74.0105,40.7104644,2
659899,D7,121679.0,63686.0,3000.0,0.0,66686.0,211.0,7879050.0,-74.0101141,40.7104836,0
659918,D7,130534.0,0.0,1785.0,105696.0,24838.0,102.0,12049650.0,-74.0063136,40.724597499999994,0
660124,D6,235382.0,0.0,2600.0,197322.0,38060.0,258.0,26871750.0,-73.9828454,40.695010499999995,0
662240,RM,88135.0,0.0,518.0,87617.0,518.0,119.0,15345899.0,-73.97322109999999,40.7472415,0
662267,D7,919877.0,65977.0,15875.0,770908.0,190525.0,736.0,90565200.0,-73.9857036,40.769166,0
666753,D7,354522.0,0.0,1616.0,352906.0,1616.0,365.0,37107900.0,-73.9560351,40.7472225,0
671273,D6,370789.0,0.0,0.0,271455.0,99334.0,317.0,9537300.0,-73.9739541,40.681705,0
671848,D6,444113.0,0.0,9078.0,205399.0,67858.0,408.0,36249300.0,-73.97897640000001,40.7392033,0
672025,D6,288000.0,0.0,8000.0,280000.0,8000.0,302.0,41767200.0,-73.9883963,40.772042799999994,0
672031,O4,1962900.0,1763207.0,122014.0,0.0,1962900.0,48.0,386169750.0,-73.981002,40.76054129999999,3
672086,O4,491253.0,473503.0,17750.0,0.0,491253.0,252.0,45860850.0,-73.99075309999999,40.75146289999999,2
672133,D7,346325.0,7361.0,390.0,293574.0,52751.0,334.0,35437050.0,-73.9448709,40.779559000000006,0
672490,O4,304525.0,287001.0,17524.0,0.0,304526.0,28.0,38499750.0,-73.9797985,40.7535063,2
672767,D3,369482.0,0.0,0.0,291235.0,78247.0,360.0,29809800.0,-73.9590911,40.7368265,0
673964,D9,453600.0,0.0,5000.0,448600.0,5000.0,375.0,17482500.0,-73.97584499999999,40.726961100000004,0
674200,RM,279325.0,0.0,7605.0,271720.0,7605.0,280.0,29271718.0,-73.96422790000001,40.7196954,0
674638,D4,461475.0,0.0,0.0,367125.0,94350.0,318.0,8550900.0,-73.9134842,40.87558,0
674802,O4,860889.0,856889.0,3500.0,0.0,860889.0,49.0,55686150.0,-74.0129013,40.7054275,1
674922,O4,912955.0,879778.0,29132.0,0.0,912955.0,0.0,143163000.0,-73.9828835,40.7572891,1
674952,O4,408130.0,393630.0,14500.0,0.0,408130.0,140.0,76008150.0,-73.9888723,40.7541032,2
675060,D7,662532.0,0.0,34823.0,592195.0,70337.0,755.0,61673850.0,-73.9806443,40.6872205,0
676375,RM,169891.0,0.0,7545.0,162346.0,7545.0,174.0,23618701.0,-73.9690601,40.7546348,0
676621,D6,400612.0,100000.0,20000.0,270612.0,130000.0,446.0,41876550.0,-73.954936,40.76606470000001,0
676803,RM,321950.0,4476.0,0.0,292400.0,29550.0,270.0,59399570.0,-73.9894861,40.7757016,0
676839,RM,520558.0,0.0,0.0,462801.0,57757.0,270.0,87775814.0,-73.9899483,40.7750511,0
676841,D8,492654.0,10066.0,195.0,411893.0,80761.0,427.0,52917300.0,-73.95389899999999,40.7674092,0
679541,D6,240382.0,0.0,0.0,0.0,2920.0,265.0,5937030.0,-73.96737759999999,40.6821342,0
680128,D6,1970736.0,0.0,28866.0,1711870.0,258866.0,1349.0,167053950.0,-74.0108694,40.719519299999995,0
680669,O4,548680.0,533680.0,15000.0,0.0,548680.0,50.0,61603200.0,-73.9941608,40.7455454,2
680718,H2,412612.0,0.0,70655.0,0.0,70655.0,0.0,51443550.0,-73.9888988,40.7465935,0
680733,RM,249981.0,0.0,17403.0,232578.0,17403.0,203.0,47323832.0,-73.99240340000001,40.7440055,0
680761,D7,175687.0,0.0,5167.0,170520.0,5167.0,166.0,23937300.0,-73.98531870000001,40.746719399999996,0
680762,D8,106153.0,0.0,3000.0,103153.0,3000.0,111.0,14615100.0,-73.9821208,40.747715299999996,0
680765,RD,367944.0,0.0,6214.0,361730.0,6214.0,351.0,81367657.0,-73.9846157,40.7432554,0
680792,O4,606148.0,563517.0,42631.0,0.0,606148.0,35.0,67313250.0,-73.9826908,40.748934000000006,2
680807,RB,1630256.0,14622.0,0.0,0.0,1630256.0,36.0,170328598.0,-73.9864854,40.741512799999995,1
680954,D4,265541.0,0.0,0.0,265541.0,0.0,236.0,19287450.0,-73.9791571,40.7383799,0
680972,RM,924200.0,69577.0,0.0,817773.0,106427.0,863.0,102206147.0,-73.9727199,40.7463274,0
681012,RM,617105.0,0.0,27270.0,544835.0,72270.0,681.0,95175501.0,-73.98277390000001,40.77612620000001,0
681068,D8,978985.0,6807.0,31391.0,865237.0,113748.0,982.0,74474550.0,-73.98940329999999,40.77379129999999,0
681098,D4,229410.0,0.0,11217.0,213463.0,15947.0,183.0,12313350.0,-73.9697013,40.7892049,0
681222,D6,387761.0,6000.0,1215.0,334546.0,53215.0,272.0,43612200.0,-73.9733432,40.748957,0
681231,RM,233269.0,0.0,24691.0,191647.0,41622.0,196.0,44218133.0,-73.9648427,40.7644982,0
681377,RM,198774.0,4384.0,0.0,180466.0,18308.0,122.0,24646062.0,-73.9490095,40.773917700000005,0
681395,RM,291734.0,0.0,711.0,242944.0,48790.0,335.0,38497515.0,-73.95230620000001,40.773469,0
682070,D9,358400.0,0.0,5150.0,353250.0,5150.0,344.0,19132650.0,-73.9396761,40.802296500000004,0
683278,D8,367786.0,2780.0,13485.0,339326.0,28460.0,359.0,41168700.0,-73.9885616,40.7769806,0
689190,D4,391194.0,5267.0,0.0,359021.0,32173.0,262.0,35671950.0,-73.9459804,40.7783189,0
689374,O4,383934.0,325956.0,40830.0,0.0,383934.0,38.0,42058350.0,-73.980597,40.7504653,2
689469,D6,182001.0,0.0,6000.0,176000.0,6000.0,194.0,25167150.0,-73.9919295,40.6939027,0
689485,D8,408644.0,0.0,3400.0,344244.0,64400.0,324.0,46196100.0,-73.9837106,40.7699425,0
689907,D4,360080.0,0.0,0.0,360080.0,0.0,391.0,10519200.0,-74.0228618,40.6383217,0
689947,D6,548716.0,0.0,5846.0,518870.0,29846.0,651.0,50818950.0,-73.9378882,40.748043,0
691654,D7,335187.0,0.0,10992.0,303988.0,31199.0,370.0,32044050.0,-73.9799765,40.6896907,0
691730,D4,398660.0,0.0,0.0,398660.0,0.0,420.0,12764700.0,-74.0250025,40.6396085,0
