,bldgclass,bldgarea,officearea,retailarea,resarea,comarea,unitstotal,assesstot,longitude,latitude,Cluster
11481,D8,627300.0,0.0,9407.0,598366.0,28964.0,652.0,82865250.0,-74.0069324,40.7074097,0
12054,O4,788241.0,767504.0,20737.0,0.0,788241.0,46.0,58251600.0,-74.006745,40.7087739,1
13038,O4,442042.0,409090.0,32952.0,0.0,442042.0,86.0,39505500.0,-73.9812175,40.751538599999996,2
13194,D7,680000.0,0.0,5000.0,625000.0,55000.0,611.0,49800600.0,-73.94813959999999,40.796805600000006,0
13215,D7,1192139.0,0.0,39269.0,1072827.0,119312.0,1033.0,162364950.0,-73.9926712,40.7704347,0
13664,RM,523677.0,0.0,0.0,229060.0,5067.0,117.0,69166676.0,-74.0175252,40.7055724,0
13903,D4,552840.0,0.0,0.0,276420.0,0.0,498.0,16404750.0,-73.8508422,40.7283464,0
14538,RM,228246.0,0.0,11454.0,200380.0,27866.0,318.0,28926450.0,-73.9849672,40.6889559,0
16465,D6,455173.0,14183.0,5245.0,400345.0,54828.0,476.0,58842000.0,-73.95669140000001,40.770262100000004,0
16642,O4,361710.0,348615.0,12000.0,0.0,361710.0,76.0,25300800.0,-74.0118516,40.7043105,2
16941,RZ,122016.0,0.0,0.0,118183.0,3833.0,109.0,9978745.0,-73.9786355,40.68825220000001,0
18553,D7,510050.0,0.0,6543.0,451733.0,58317.0,445.0,17667900.0,-73.9617481,40.73467279999999,0
19935,H1,73497.0,0.0,1700.0,0.0,1700.0,1.0,8379000.0,-73.99070329999999,40.746283500000004,0
20968,D8,307000.0,0.0,0.0,307000.0,0.0,234.0,29385450.0,-73.9598638,40.7599485,0
21164,O4,596734.0,544314.0,9000.0,0.0,596734.0,29.0,81850950.0,-73.9693165,40.7622186,2
21535,O4,527605.0,510895.0,16710.0,0.0,527605.0,52.0,30641400.0,-74.0078016,40.707085799999994,2
22690,O4,927829.0,855860.0,21291.0,0.0,927829.0,65.0,131844150.0,-73.979359,40.750745,1
22723,D4,111231.0,0.0,2248.0,95983.0,15248.0,43.0,13135950.0,-73.9614135,40.776692,0
22859,D7,201100.0,0.0,940.0,200160.0,940.0,169.0,6331050.0,-73.8846033,40.846439000000004,0
23679,RM,198816.0,12237.0,7045.0,157458.0,41358.0,176.0,27099447.0,-73.97635129999999,40.7644572,0
24058,O4,278921.0,263221.0,15700.0,0.0,278921.0,25.0,64328850.0,-73.9696052,40.7625398,2
28800,RM,1103169.0,696646.0,159596.0,246927.0,856242.0,109.0,402504766.0,-73.96763100000001,40.761575799999996,1
28835,RM,583015.0,8873.0,109625.0,427598.0,155417.0,291.0,102382672.0,-73.97179679999999,40.7615001,0
28861,RM,185600.0,10750.0,0.0,174832.0,10768.0,107.0,20225703.0,-73.9630135,40.7561508,0
28923,RC,532225.0,0.0,6095.0,0.0,12164.0,3.0,84064501.0,-73.9712766,40.7623206,0
28934,RD,139973.0,1047.0,0.0,136587.0,3386.0,96.0,17216565.0,-73.96917890000002,40.763217600000004,0
28952,RM,149564.0,0.0,8065.0,135466.0,14098.0,149.0,24068443.0,-74.0068567,40.7081426,0
28956,RM,214757.0,0.0,0.0,29013.0,0.0,12.0,52419262.0,-73.9919837,40.7230246,0
28961,RC,306964.0,252715.0,12767.0,0.0,306964.0,85.0,50950283.0,-73.9659896,40.7525205,2
28997,RM,582673.0,9739.0,4746.0,487413.0,95260.0,255.0,54444600.0,-73.9566686,40.7829675,0
29019,RM,245794.0,0.0,30974.0,213782.0,32012.0,150.0,46147512.0,-73.97009940000001,40.763278299999996,0
29021,RM,339019.0,0.0,9744.0,280112.0,58907.0,276.0,49865921.0,-73.95418670000001,40.779478000000005,0
29022,RM,164587.0,0.0,24760.0,130061.0,34526.0,95.0,32291563.0,-73.95977579999999,40.7800729,0
29024,RM,490810.0,64454.0,0.0,379134.0,111676.0,482.0,56172335.0,-73.9479718,40.7851295,0
29030,RM,221576.0,0.0,2579.0,189754.0,31822.0,255.0,29627559.0,-73.95240229999999,40.7805093,0
29033,RM,158477.0,0.0,1891.0,142626.0,15851.0,159.0,19439075.0,-74.005634,40.708373200000004,0
29057,RM,355980.0,0.0,1278.0,326337.0,29643.0,798.0,61101899.0,-74.0150285,40.717718299999994,0
29486,D8,355978.0,40560.0,0.0,296598.0,59380.0,234.0,77761350.0,-73.97142690000001,40.7655046,0
29571,D4,364623.0,0.0,0.0,364173.0,450.0,211.0,39258000.0,-73.9569363,40.78221,0
40226,O4,1073000.0,1049755.0,23245.0,0.0,1073000.0,57.0,78511500.0,-74.0079821,40.708658500000006,1
40246,D6,424448.0,50000.0,7000.0,0.0,57000.0,246.0,38050200.0,-74.0063446,40.7091115,0
40272,O4,493039.0,486568.0,6471.0,0.0,493039.0,41.0,42336000.0,-74.0071418,40.709322799999995,2
40315,O4,296915.0,264713.0,32202.0,0.0,296915.0,62.0,93264750.0,-73.9713275,40.7614945,2
62713,RM,236322.0,4713.0,36651.0,194958.0,41364.0,232.0,30162604.0,-73.9640026,40.7560029,0
63680,D4,460973.0,0.0,0.0,366519.0,94454.0,79.0,44264700.0,-73.96311180000001,40.7546385,0
63689,HS,105734.0,,,,,125.0,8163900.0,-73.9619835,40.7584698,0
63717,D6,312417.0,2600.0,0.0,263816.0,48601.0,295.0,28080900.0,-73.9636964,40.754935100000004,0
63726,D7,445735.0,0.0,272.0,376511.0,36722.0,396.0,74514600.0,-73.96353,40.7556762,0
63783,D6,261782.0,0.0,8600.0,231720.0,29430.0,187.0,23681700.0,-73.9504413,40.7759879,0
64589,D6,329850.0,0.0,35531.0,294319.0,35531.0,387.0,32594850.0,-73.9492396,40.7846799,0
64602,D8,333280.0,0.0,0.0,300602.0,0.0,365.0,25560900.0,-73.9754972,40.681966100000004,0
64637,D6,790392.0,0.0,72908.0,717484.0,72908.0,754.0,22882050.0,-73.97417370000001,40.6827178,0
64680,D6,72071.0,0.0,3961.0,541233.0,58807.0,184.0,11062350.0,-73.9784056,40.7617523,0
67107,D6,225000.0,0.0,15185.0,209815.0,15185.0,404.0,17928000.0,-73.9860432,40.7162445,0
67392,D8,158063.0,0.0,1446.0,156617.0,1446.0,145.0,19303650.0,-73.96862790000002,40.7604014,0
67421,O4,570453.0,346333.0,186460.0,0.0,570453.0,144.0,80525250.0,-73.96792370000001,40.7610352,2
67457,D3,259670.0,0.0,0.0,7260.0,0.0,155.0,12433950.0,-73.96127249999999,40.7582445,0
67492,O4,386287.0,339607.0,22680.0,0.0,386287.0,41.0,64124100.0,-73.9682622,40.7626684,2
67494,D4,312646.0,0.0,7902.0,272079.0,40567.0,183.0,37465650.0,-73.9657675,40.7632523,0
67719,D6,242157.0,0.0,3000.0,216762.0,25396.0,281.0,28366200.0,-73.9503412,40.784370200000005,0
67783,D7,256810.0,0.0,34700.0,222110.0,34700.0,257.0,33487200.0,-73.95346500000001,40.7788848,0
67798,RM,246858.0,0.0,22434.0,224424.0,22434.0,108.0,45243032.0,-73.9497095,40.7841037,0
67871,RM,159512.0,0.0,4030.0,155482.0,4030.0,83.0,10826998.0,-73.9483848,40.7787317,0
67984,RM,96420.0,0.0,2022.0,94398.0,2022.0,89.0,15457951.0,-73.9499145,40.7755649,0
68486,D6,968264.0,0.0,98775.0,810024.0,158240.0,1097.0,94179150.0,-73.9482505,40.7842595,0
71037,D9,509090.0,4875.0,3375.0,500840.0,8250.0,526.0,54751050.0,-73.9496288,40.785712100000005,0
75770,D7,844578.0,30000.0,15900.0,631178.0,213400.0,589.0,32082750.0,-73.9147422,40.8786797,0
87209,D4,272000.0,0.0,0.0,272000.0,0.0,244.0,10835550.0,-73.8497698,40.7286881,0
92726,D7,342705.0,0.0,0.0,316320.0,26385.0,322.0,10603350.0,-73.8245437,40.7529518,0
104634,D4,3750565.0,0.0,115000.0,2690565.0,1060000.0,1866.0,155994300.0,-73.71421529999999,40.7567794,2
125449,RM,138506.0,0.0,9115.0,122541.0,15965.0,122.0,31625107.0,-73.9826382,40.7705132,0
125470,RM,322451.0,2761.0,0.0,276505.0,45946.0,343.0,46685711.0,-73.98692890000001,40.7803043,0
126949,O4,397354.0,267046.0,130308.0,0.0,397354.0,41.0,83303100.0,-73.96936740000001,40.7613869,2
126950,H7,515755.0,18897.0,0.0,0.0,18897.0,4.0,56063250.0,-73.9716797,40.7650874,0
127224,D4,384646.0,0.0,0.0,358276.0,26370.0,317.0,38443050.0,-73.9478852,40.775879700000004,0
127235,D4,325173.0,0.0,10000.0,315173.0,10000.0,236.0,38385900.0,-73.9686484,40.762811299999996,0
127308,O4,712000.0,641493.0,39807.0,0.0,712000.0,43.0,173005200.0,-73.9763588,40.7635487,2
127311,O4,1698259.0,1305260.0,18500.0,0.0,1383760.0,31.0,530128800.0,-73.9749905,40.763886,1
127313,H1,442000.0,0.0,1174.0,0.0,24862.0,4.0,54757350.0,-73.9753801,40.7648111,0
127316,O4,459340.0,393244.0,66076.0,0.0,459340.0,55.0,112709700.0,-73.97318220000001,40.76324879999999,2
127785,D7,81100.0,0.0,2554.0,73546.0,7554.0,111.0,9350550.0,-73.9530288,40.777935,0
127788,D6,510306.0,17688.0,12492.0,435114.0,75192.0,418.0,72144450.0,-73.95283979999999,40.7796147,0
127792,D4,218170.0,0.0,5000.0,213170.0,5000.0,202.0,21384450.0,-73.952051,40.7768641,0
128222,RM,302439.0,0.0,8183.0,264449.0,37990.0,212.0,37218631.0,-73.95496259999999,40.7855222,0
128308,RM,149171.0,0.0,7316.0,141855.0,7316.0,143.0,23308212.0,-73.94717709999999,40.7763542,0
129658,O4,322756.0,319469.0,13131.0,0.0,332600.0,12.0,74074500.0,-73.9718289,40.762348200000005,2
131635,D8,541000.0,0.0,12000.0,529000.0,12000.0,579.0,58627800.0,-74.0047358,40.7074098,0
131636,O4,296076.0,281076.0,15000.0,0.0,296076.0,98.0,14706000.0,-74.0055546,40.707763899999996,2
131637,D6,487950.0,0.0,10031.0,477919.0,10031.0,573.0,60690150.0,-74.0055437,40.706995299999996,0
131653,D7,338463.0,0.0,7905.0,330558.0,7905.0,418.0,39686400.0,-74.0058936,40.7074674,0
131682,H2,114226.0,0.0,1500.0,0.0,1500.0,2.0,14818500.0,-74.0065068,40.7073905,0
131688,H2,148868.0,0.0,1500.0,0.0,1500.0,2.0,28955700.0,-74.0063156,40.70721760000001,0
133422,H2,119889.0,0.0,1.0,0.0,1.0,2.0,20632050.0,-74.0079643,40.7106348,0
133423,O4,756138.0,726138.0,30000.0,0.0,756138.0,68.0,87223500.0,-74.00839,40.710870799999995,1
134427,RM,407751.0,47547.0,4530.0,337470.0,70281.0,249.0,57322824.0,-74.01696290000001,40.706975,0
134440,RM,251929.0,6885.0,0.0,244465.0,7464.0,303.0,40938298.0,-74.01659520000001,40.707622799999996,0
134441,RM,377325.0,0.0,14536.0,297625.0,79700.0,282.0,73411851.0,-74.01475390000002,40.7159726,0
135790,RM,203837.0,1177.0,0.0,202660.0,1177.0,246.0,36971553.0,-74.01805999999999,40.7090773,0
135824,H2,139891.0,0.0,2000.0,0.0,2000.0,1.0,14813550.0,-74.0050711,40.705746500000004,0
143266,RM,324293.0,0.0,0.0,80457.0,9512.0,14.0,94093869.0,-73.9760405,40.7652476,0
143281,RM,101335.0,0.0,0.0,100242.0,1093.0,98.0,22414506.0,-73.9535472,40.7800294,0
143775,RM,100343.0,0.0,9282.0,91061.0,9282.0,111.0,15809859.0,-73.96279,40.7622029,0
144100,D8,356786.0,0.0,0.0,334939.0,21847.0,294.0,50614650.0,-74.0161357,40.716573600000004,0
146148,Z5,2400000.0,2400000.0,0.0,0.0,2400000.0,0.0,295458750.0,-73.9674669,40.750349799999995,3
146941,D4,524895.0,6000.0,0.0,478895.0,46000.0,410.0,17986500.0,-73.83956500000001,40.7202507,0
149797,D7,182499.0,30000.0,5000.0,147499.0,35000.0,171.0,18832950.0,-74.0073692,40.710876299999995,0
149895,O4,1824820.0,1697062.0,86352.0,0.0,1824820.0,1.0,769333500.0,-73.9724348,40.76360820000001,3
150651,RD,289251.0,0.0,0.0,287833.0,1418.0,167.0,40987358.0,-74.0158328,40.7172708,0
150653,RM,507070.0,0.0,1453.0,409834.0,97236.0,253.0,65947513.0,-74.0162726,40.716104200000004,0
150869,D8,522608.0,0.0,0.0,503607.0,19000.0,511.0,63582750.0,-73.9646572,40.719525399999995,0
151155,O4,2157862.0,2152863.0,0.0,0.0,2152863.0,6.0,278424000.0,-74.0144434,40.714723799999994,3
151166,O4,368315.0,364483.0,3832.0,0.0,368315.0,71.0,26330850.0,-74.0132658,40.7065418,2
152243,R4,63426.0,0.0,0.0,63426.0,0.0,75.0,8803383.0,-73.9616623,40.7584093,0
153415,D6,472000.0,0.0,13000.0,459000.0,13000.0,403.0,6175800.0,-73.9919854,40.768469399999994,0
153574,D7,2531670.0,0.0,2090.0,2508580.0,23090.0,1615.0,67095000.0,-73.93782519999999,40.8309888,0
153703,R4,403993.0,0.0,0.0,403993.0,0.0,300.0,50873347.0,-73.9603495,40.7626303,0
153756,R4,256015.0,0.0,0.0,256015.0,0.0,230.0,40387575.0,-73.9704325,40.7528565,0
153863,R4,357793.0,0.0,0.0,326300.0,31493.0,238.0,56457009.0,-73.96764240000002,40.7531001,0
156691,RB,1690747.0,1690747.0,0.0,0.0,1690747.0,17.0,209690553.0,-74.0108426,40.7097535,3
156709,RR,242364.0,0.0,0.0,224726.0,17638.0,284.0,28757250.0,-73.9866756,40.7470874,0
156717,RH,163694.0,0.0,0.0,0.0,11905.0,314.0,28171548.0,-73.9859421,40.751133,0
156725,R4,154610.0,0.0,0.0,154610.0,0.0,146.0,27929260.0,-73.9524777,40.7658551,0
156728,R4,142131.0,0.0,0.0,136081.0,6050.0,142.0,25106851.0,-73.9841066,40.744383500000005,0
156742,RB,1526121.0,1526121.0,0.0,0.0,1526121.0,2.0,379534050.0,-73.97152709999999,40.759005,3
156759,RM,165538.0,8475.0,6243.0,141519.0,24019.0,213.0,26127009.0,-73.9724419,40.755137899999994,0
156767,RB,977656.0,977656.0,0.0,0.0,977656.0,2.0,89554950.0,-73.9876958,40.694602200000006,1
156851,RC,3221237.0,1996277.0,1140044.0,0.0,3221237.0,8.0,931377002.0,-74.00089870000001,40.753530100000006,3
157237,D7,366608.0,0.0,3629.0,362979.0,3629.0,411.0,5262300.0,-73.96072070000001,40.7268334,0
157310,RM,698686.0,309391.0,10453.0,345952.0,352734.0,340.0,109677602.0,-73.9797447,40.764241,2
157354,RM,1003752.0,0.0,12664.0,625634.0,171111.0,881.0,175776882.0,-73.9949718,40.7590386,0
157415,RM,450160.0,11116.0,16649.0,422395.0,27765.0,588.0,44975250.0,-73.97887370000001,40.6877719,0
157498,RM,498079.0,609.0,4202.0,493268.0,4811.0,458.0,41244299.0,-73.9854166,40.7772849,0
157521,R4,182864.0,0.0,0.0,182864.0,0.0,181.0,24707304.0,-73.96396109999999,40.719344,0
157738,D6,278051.0,2100.0,0.0,0.0,29100.0,171.0,0.0,-74.0085522,40.7271225,0
157771,D8,316287.0,0.0,18948.0,278391.0,18948.0,235.0,0.0,-73.98096579999999,40.7662265,0
157890,O4,911896.0,880947.0,30949.0,0.0,911896.0,229.0,105952050.0,-73.9877679,40.7535322,1
158136,D6,1797891.0,9305.0,0.0,458387.0,11613.0,1122.0,108782100.0,-73.97326120000001,40.7374235,0
158668,D3,406217.0,,,,,476.0,21935700.0,-73.97995429999999,40.6914776,0
159214,RM,376934.0,0.0,42492.0,276276.0,100658.0,234.0,49409486.0,-73.95031,40.7826657,0
159490,RM,1082317.0,0.0,383751.0,591322.0,490995.0,914.0,149303930.0,-73.9921372,40.767692700000005,2
159586,RM,262783.0,0.0,21627.0,191722.0,71061.0,229.0,25015276.0,-73.9702411,40.7935253,0
160197,RM,713461.0,0.0,9007.0,673771.0,39690.0,394.0,113738883.0,-73.96781949999999,40.7525622,0
160482,RM,131902.0,0.0,0.0,34111.0,0.0,41.0,15619507.0,-73.96696829999999,40.758561900000004,0
160559,D7,259342.0,0.0,1332.0,258010.0,1332.0,303.0,11897100.0,-73.9615278,40.7350926,0
160763,RM,312870.0,9821.0,8162.0,271843.0,41027.0,281.0,42684313.0,-73.9828366,40.7711143,0
160882,O4,22051813.0,1608922.0,44990.0,0.0,1653912.0,3.0,558725400.0,-73.9977045,40.7526764,3
160901,RM,112387.0,0.0,26485.0,80441.0,31946.0,78.0,22153954.0,-73.97278990000001,40.7605232,0
161252,O4,782883.0,759723.0,4219.0,0.0,782883.0,14.0,0.0,-74.0096552,40.7040571,1
161258,RM,243309.0,0.0,34701.0,208608.0,34701.0,313.0,38988027.0,-73.9955167,40.7601723,0
161336,D6,987054.0,,,,,803.0,0.0,-73.9444556,40.7479627,0
161337,D8,63000.0,0.0,0.0,63000.0,0.0,233.0,0.0,-73.9810122,40.7665674,0
161354,D8,348263.0,0.0,20864.0,306535.0,20864.0,234.0,0.0,-73.9808008,40.7664805,0
161355,D8,24159.0,0.0,0.0,24159.0,0.0,233.0,0.0,-73.9812105,40.7666495,0
161390,D7,491408.0,,,,,540.0,0.0,-73.80677990000001,40.7005387,0
161732,RM,358551.0,0.0,10165.0,280424.0,78127.0,273.0,36336032.0,-73.9870561,40.702002,0
161759,RM,436485.0,25399.0,65773.0,302637.0,133094.0,295.0,86420157.0,-73.98270579999999,40.7745041,0
161766,Z1,486065.0,0.0,0.0,0.0,486065.0,1.0,63762750.0,-74.0003824,40.7137009,0
162232,D8,88269.0,,,,,42.0,0.0,-73.9839715,40.7454574,0
162263,D6,451001.0,0.0,0.0,0.0,25000.0,431.0,0.0,-73.97268840000001,40.7513122,0
162309,D8,304286.0,,,,,184.0,0.0,-73.95965509999999,40.8116213,0
162540,RM,202179.0,0.0,0.0,187324.0,14855.0,95.0,42613362.0,-73.9714191,40.7583079,0
162551,RM,279886.0,0.0,4486.0,135470.0,31896.0,62.0,44061820.0,-73.9773633,40.7608069,0
162563,RM,122920.0,0.0,9342.0,51097.0,57153.0,220.0,22579200.0,-73.98221240000001,40.7563119,0
162579,RM,609926.0,0.0,1507.0,340622.0,13702.0,158.0,95029649.0,-74.0090359,40.7127756,0
162654,RM,531657.0,211617.0,3036.0,293962.0,237695.0,241.0,85567945.0,-73.9792897,40.7647185,0
162655,RM,219215.0,0.0,37290.0,34260.0,37290.0,49.0,44699760.0,-73.9931887,40.75827279999999,0
162768,RM,256303.0,0.0,7147.0,209609.0,46694.0,463.0,28399500.0,-73.9796128,40.687991600000004,0
162887,R6,4445.0,0.0,0.0,4445.0,0.0,2.0,125160.0,-73.98609499999999,40.6235973,0
163003,RM,349853.0,0.0,10940.0,313054.0,36799.0,415.0,47253186.0,-73.976896,40.76542620000001,0
163013,RM,3280.0,0.0,2765.0,515.0,2765.0,2.0,16042500.0,-73.9875247,40.7610335,0
163022,RR,954682.0,0.0,21000.0,895990.0,58692.0,1278.0,131697000.0,-73.9992347,40.7607899,0
163027,RH,1440995.0,,,,,5.0,246072150.0,-73.9797127,40.7624432,0
163035,RM,295086.0,0.0,3532.0,260526.0,34560.0,364.0,42397217.0,-73.9736751,40.7492096,0
163042,RM,804216.0,406966.0,30000.0,367250.0,436966.0,262.0,204570453.0,-73.976086,40.7591982,2
163047,RM,497528.0,0.0,0.0,175307.0,89082.0,184.0,114834289.0,-73.9785167,40.7661731,0
163097,RM,142004.0,0.0,2643.0,139361.0,2643.0,371.0,18306764.0,-73.9814192,40.6884174,0
163113,RM,337519.0,73561.0,0.0,247953.0,89566.0,551.0,35398800.0,-73.98656629999999,40.6980989,0
163932,RC,1918805.0,0.0,51320.0,0.0,51320.0,2.0,219255300.0,-73.9861968,40.7586262,0
163963,RC,411780.0,371374.0,40406.0,0.0,411780.0,4.0,79116300.0,-73.97824190000001,40.7562673,2
163977,RC,1420558.0,815470.0,0.0,0.0,1056110.0,5.0,117609299.0,-73.9879916,40.693811700000005,1
163982,RC,614307.0,553431.0,60876.0,0.0,614307.0,2.0,128620800.0,-73.982488,40.765246000000005,2
163989,RC,126498.0,0.0,5692.0,0.0,20872.0,3.0,17026202.0,-73.9745543,40.7530799,0
163995,RC,1204839.0,27975.0,1176864.0,0.0,1204839.0,46.0,287401050.0,-73.98185129999999,40.7568196,2
163999,RC,1042944.0,377775.0,665169.0,0.0,1042944.0,2.0,142601850.0,-73.9768156,40.757965999999996,2
164005,RC,1246882.0,1169666.0,77216.0,0.0,1246882.0,3.0,367586100.0,-73.97670649999999,40.7603703,1
164010,RC,919865.0,713211.0,130695.0,0.0,919865.0,5.0,242193143.0,-73.98484690000001,40.7580744,1
164013,RC,1044054.0,1038765.0,5289.0,0.0,1044054.0,6.0,123580799.0,-73.975861,40.7526959,1
164020,RC,342142.0,0.0,15572.0,0.0,15693.0,5.0,47791801.0,-73.9827084,40.764367799999995,0
164021,RC,730175.0,666704.0,32737.0,0.0,730175.0,2.0,159214950.0,-73.978013,40.760925,2
164023,RC,772563.0,701368.0,22303.0,0.0,772563.0,79.0,118553102.0,-73.97462420000001,40.7495666,1
164024,RC,1554144.0,0.0,53645.0,0.0,53645.0,113.0,154540930.0,-73.973351,40.7565023,0
164036,RC,152686.0,0.0,15966.0,0.0,15966.0,2.0,23414400.0,-73.9856525,40.7551897,0
164037,RC,426430.0,0.0,0.0,0.0,48992.0,4.0,63349200.0,-73.9842223,40.7587852,0
164038,RC,284451.0,425.0,37298.0,791.0,95767.0,394.0,47768428.0,-74.00540809999998,40.725305600000006,0
164039,RC,1241644.0,1193976.0,46297.0,0.0,1241644.0,55.0,214297286.0,-73.9755188,40.750758000000005,1
164044,RC,907907.0,819519.0,88388.0,0.0,907907.0,42.0,106333652.0,-73.9731804,40.7497694,1
164049,RC,364639.0,283805.0,80834.0,0.0,364639.0,3.0,157638600.0,-73.9740311,40.7617806,2
164050,RC,103429.0,5920.0,5921.0,0.0,11841.0,4.0,16170750.0,-73.97815770000001,40.7600028,0
164053,RC,345066.0,0.0,13926.0,0.0,13926.0,4.0,91532392.0,-73.9855902,40.7593919,0
164059,RC,789726.0,742761.0,46965.0,0.0,789726.0,2.0,165324150.0,-73.9895901,40.7566394,1
164064,RM,294332.0,2496.0,15649.0,230250.0,64082.0,191.0,49829112.0,-73.9893965,40.7715982,0
164100,RM,566036.0,87676.0,0.0,441871.0,124165.0,509.0,81707685.0,-73.98585870000001,40.7700965,0
164105,RM,126193.0,3678.0,2528.0,119987.0,6206.0,136.0,23796006.0,-73.9614605,40.7639756,0
164122,RM,366501.0,0.0,1456.0,353841.0,12660.0,148.0,51086711.0,-74.0062444,40.7176505,0
164152,RM,588256.0,10478.0,41363.0,492771.0,95485.0,473.0,85265115.0,-73.98157309999999,40.77076829999999,0
164160,RM,702044.0,0.0,111400.0,326012.0,376032.0,276.0,149552675.0,-73.98147809999999,40.7748031,0
164161,RC,110423.0,0.0,6694.0,0.0,6694.0,2.0,15825600.0,-73.9823015,40.7468562,0
164170,RM,169100.0,71500.0,0.0,97600.0,71500.0,95.0,23840554.0,-73.9833386,40.7704969,0
164174,RM,108651.0,0.0,3735.0,104916.0,3735.0,68.0,14701492.0,-73.96682309999998,40.7602609,0
164240,RM,547520.0,5320.0,0.0,421100.0,126420.0,410.0,45366541.0,-73.9872725,40.7771863,0
164290,RM,113202.0,0.0,1722.0,111480.0,1722.0,65.0,13490103.0,-73.9696365,40.796744700000005,0
164296,RM,366603.0,0.0,22336.0,298651.0,67952.0,408.0,75243140.0,-73.96176190000001,40.7672886,0
164309,RM,171664.0,0.0,19242.0,152422.0,19242.0,71.0,22912202.0,-73.97069090000001,40.7971649,0
164329,RM,133729.0,11292.0,0.0,122437.0,11292.0,75.0,21223346.0,-73.9592823,40.7723189,0
164341,RM,137006.0,0.0,14024.0,122982.0,14024.0,93.0,19298330.0,-73.9564421,40.7760205,0
164351,RM,695701.0,0.0,83314.0,588767.0,106934.0,231.0,147694487.0,-73.9813928,40.7698598,0
164397,RM,562325.0,0.0,6147.0,468454.0,93871.0,600.0,103796265.0,-73.9964987,40.75875870000001,0
164417,RM,489937.0,0.0,38547.0,451390.0,38547.0,469.0,43811573.0,-73.93619809999998,40.749131799999994,0
164425,RM,648458.0,312.0,8067.0,640079.0,8379.0,570.0,58001851.0,-73.98617879999999,40.7759208,0
164440,RM,813798.0,109040.0,8840.0,583993.0,229805.0,683.0,126786627.0,-73.98423840000001,40.7668245,0
164464,RM,776000.0,0.0,36886.0,739114.0,36886.0,763.0,75084930.0,-74.0095687,40.7054608,0
164485,RM,203794.0,0.0,18579.0,150807.0,52987.0,230.0,34845133.0,-73.9979714,40.7576828,0
164486,RM,245678.0,4565.0,11071.0,203144.0,42534.0,243.0,21769364.0,-73.9827016,40.6931935,0
164494,RM,1928088.0,781038.0,418593.0,267989.0,1446974.0,165.0,703072485.0,-73.9830936,40.7684685,1
164497,RM,152811.0,1500.0,0.0,138730.0,14081.0,126.0,26184589.0,-73.9606953,40.77608789999999,0
164501,RM,257885.0,0.0,5665.0,252220.0,5665.0,297.0,46296477.0,-73.98303620000002,40.7670851,0
164514,RM,598594.0,0.0,23629.0,265158.0,145947.0,306.0,124495293.0,-73.99028100000001,40.7471289,0
164523,RM,253543.0,12685.0,17079.0,223779.0,29764.0,261.0,43831354.0,-73.98746740000001,40.7395394,0
164533,RM,239204.0,39762.0,43958.0,155484.0,83720.0,165.0,34129419.0,-74.0117869,40.7060205,0
164554,RM,218208.0,2120.0,0.0,216088.0,2120.0,262.0,38755789.0,-73.9845739,40.7679609,0
164574,RM,199635.0,33492.0,8373.0,157770.0,41865.0,166.0,32227196.0,-73.9832954,40.769989100000004,0
164605,RM,355544.0,0.0,0.0,265691.0,89853.0,359.0,23540101.0,-73.9444507,40.8027655,0
164613,RM,289899.0,0.0,75987.0,213912.0,75987.0,145.0,64895518.0,-73.98179240000002,40.7740758,0
164616,RM,244134.0,12792.0,7807.0,192419.0,51715.0,116.0,35482579.0,-73.9650782,40.7630161,0
164629,RM,258480.0,0.0,28259.0,230221.0,28259.0,319.0,39505500.0,-73.98397609999999,40.746990999999994,0
164634,RM,477300.0,1729.0,1211.0,474360.0,2940.0,488.0,34751345.0,-73.9843083,40.7767852,0
164674,RM,880371.0,777247.0,0.0,103124.0,777247.0,91.0,68650149.0,-74.00832890000001,40.7124573,1
164690,RM,289281.0,0.0,0.0,257663.0,31618.0,264.0,26730450.0,-73.9938997,40.758530799999996,0
164699,RM,377483.0,0.0,6092.0,325062.0,52421.0,322.0,63276703.0,-74.01035859999999,40.7053674,0
164727,RM,294785.0,0.0,8132.0,53860.0,25691.0,93.0,56731508.0,-73.9860356,40.7527744,0
164746,RM,160124.0,0.0,0.0,115138.0,44986.0,56.0,28821602.0,-73.9808618,40.7711442,0
164763,RM,467115.0,58349.0,0.0,362722.0,104393.0,330.0,74015968.0,-73.9526503,40.766857,0
164802,RM,888123.0,0.0,17627.0,745819.0,142304.0,1185.0,144359100.0,-73.99877990000002,40.761531,0
164815,RM,624065.0,0.0,21364.0,417824.0,206241.0,707.0,94229700.0,-73.98849179999999,40.7628808,0
164826,RM,210910.0,1350.0,0.0,209560.0,1350.0,221.0,33234747.0,-73.98583670000001,40.7715594,0
164832,RM,251954.0,6114.0,40723.0,183269.0,68685.0,230.0,42908844.0,-73.9655911,40.762365700000004,0
164841,RM,301776.0,16518.0,35674.0,218070.0,83706.0,282.0,22845649.0,-73.9696392,40.7908106,0
164845,RM,642284.0,4635.0,0.0,566824.0,75460.0,550.0,61273580.0,-73.986561,40.77845429999999,0
164850,RM,209528.0,26823.0,19836.0,162558.0,46970.0,180.0,29617211.0,-73.98219940000001,40.7509651,0
164853,RM,203184.0,0.0,3170.0,108075.0,18410.0,294.0,17155800.0,-73.93722220000001,40.7500985,0
