,Unnamed: 0,geometry
580,599975,POINT (-73.9789816 40.7570771)
581,599981,POINT (-73.9721327 40.76088529999999)
582,599984,POINT (-73.9789257 40.7513406)
583,599985,POINT (-73.9726656 40.7554619)
584,599987,POINT (-73.97268129999998 40.7611792)
585,599988,POINT (-73.9777565 40.7508737)
586,599989,POINT (-73.97378570000002 40.7524319)
587,599991,POINT (-73.9788703 40.7553863)
588,599992,POINT (-73.9794417 40.7517826)
589,599994,POINT (-73.97844720000001 40.7576753)
590,599998,POINT (-73.97492059999998 40.7579519)
591,600000,POINT (-73.97421679999999 40.75768)
592,600002,POINT (-73.97827270000001 40.7616936)
593,600005,POINT (-73.9758764 40.75008010000001)
594,600006,POINT (-73.9733198 40.7531756)
595,600008,POINT (-73.97372929999999 40.7583057)
596,600009,POINT (-73.9800333 40.7526473)
597,600012,POINT (-73.9770238 40.7507364)
598,600014,POINT (-73.9753741 40.7516363)
599,600016,POINT (-73.97367120000001 40.7591236)
600,600018,POINT (-73.9697584 40.75890029999999)
601,600020,POINT (-73.97240500000002 40.7570757)
602,600021,POINT (-73.97348909999999 40.7540787)
603,600024,POINT (-73.97461990000002 40.7513562)
604,600025,POINT (-73.974948 40.7522455)
605,600026,POINT (-73.9728142 40.7538562)
606,600028,POINT (-73.97473220000001 40.75970570000001)
607,600033,POINT (-73.97127159999999 40.7571907)
608,600037,POINT (-73.974138 40.7560139)
609,600040,POINT (-73.97398149999999 40.7501072)
610,600041,POINT (-73.9719997 40.7509823)
611,600042,POINT (-73.97214820000001 40.7584563)
612,600044,POINT (-73.97075150000001 40.7578658)
613,600078,POINT (-73.97845140000003 40.7560367)
614,600094,POINT (-73.9493648 40.8099534)
615,600516,POINT (-73.9702265 40.7534933)
616,600530,POINT (-73.9700955 40.7559059)
617,602111,POINT (-73.94972129999999 40.7732263)
618,602136,POINT (-73.95374559999998 40.7699535)
619,603300,POINT (-73.98149649999998 40.7474929)
620,603336,POINT (-73.98182309999999 40.7412404)
621,603365,POINT (-73.976866 40.74809310000001)
622,603395,POINT (-73.9766865 40.776062)
623,603403,POINT (-73.9784803 40.7446158)
624,603414,POINT (-73.982788 40.7777978)
625,603418,POINT (-73.9779355 40.766055)
626,603438,POINT (-73.9677083 40.788359)
627,603441,POINT (-73.97056640000002 40.792798)
628,603451,POINT (-73.968816 40.79045900000001)
629,603456,POINT (-73.97377879999998 40.7884621)
630,603488,POINT (-73.969043 40.7914088)
631,603505,POINT (-73.95525119999998 40.7697977)
632,603511,POINT (-73.96829990000001 40.7517581)
633,603517,POINT (-73.9627675 40.7635973)
634,603518,POINT (-73.9640811 40.7643387)
635,603519,POINT (-73.9614199 40.7655977)
636,603540,POINT (-73.9608131 40.7660669)
637,603554,POINT (-73.95341120000001 40.7680129)
638,603561,POINT (-73.95568759999998 40.7759049)
639,603571,POINT (-73.94695250000002 40.7727914)
640,603578,POINT (-73.94670390000002 40.781182)
641,603584,POINT (-73.945572 40.7788484)
642,603653,POINT (-73.9572117 40.7696063)
643,606262,POINT (-73.94939359999999 40.77218320000001)
644,606275,POINT (-73.98087640000001 40.77044160000001)
645,606500,POINT (-73.9724264 40.7577537)
646,606520,POINT (-73.96306120000001 40.7678407)
647,606530,POINT (-73.9612551 40.7695336)
648,606541,POINT (-73.98011159999999 40.7444762)
649,606673,POINT (-73.95331440000002 40.7722727)
650,607908,POINT (-73.93556120000002 40.8479499)
651,614926,POINT (-73.9917999 40.6920033)
652,615440,POINT (-73.98957540000001 40.7585964)
653,616370,POINT (-73.98694329999999 40.76223020000001)
654,618216,POINT (-73.9847139 40.7555629)
655,618772,POINT (-74.01022890000002 40.7063033)
656,618773,POINT (-74.0099187 40.7062073)
657,618814,POINT (-73.9917902 40.7707695)
658,618975,POINT (-73.98526700000002 40.7353644)
659,619054,POINT (-73.9470431 40.77233579999999)
660,619764,POINT (-73.9773745 40.7491939)
661,619793,POINT (-73.96525890000002 40.7556438)
662,620493,POINT (-73.9779929 40.745409)
663,620551,POINT (-73.950164 40.7751643)
664,620585,POINT (-73.9462556 40.78178010000001)
665,621278,POINT (-73.9278532 40.8363709)
666,628806,POINT (-73.97997600000002 40.751198)
667,628862,POINT (-73.98010309999999 40.7727306)
668,628869,POINT (-73.98018259999998 40.7727635)
669,628875,POINT (-73.9803378 40.7728294)
670,629232,POINT (-73.9812792 40.7629979)
671,630271,POINT (-74.01373050000002 40.7033469)
672,630290,POINT (-74.01105440000001 40.7039922)
673,630295,POINT (-74.0122987 40.70384110000001)
674,630311,POINT (-74.01104740000002 40.70527670000001)
675,630317,POINT (-74.01264509999999 40.7044998)
676,630322,POINT (-74.00771490000002 40.7064627)
677,630330,POINT (-74.00680240000001 40.7061471)
678,630368,POINT (-74.00723149999997 40.7055844)
679,630379,POINT (-74.0081187 40.7050409)
680,634205,POINT (-74.00046570000001 40.76127020000001)
681,637713,POINT (-73.9535632 40.5863199)
682,638718,POINT (-73.9912844 40.7739918)
683,638730,POINT (-73.9996498 40.7617808)
684,638811,POINT (-74.01387820000002 40.7028912)
685,638869,POINT (-74.01330109999998 40.7027595)
686,640816,POINT (-73.9226493 40.8518696)
687,641866,POINT (-73.9445418 40.7802176)
688,641970,POINT (-73.9558542 40.7479031)
689,642067,POINT (-73.99874399999999 40.752391)
690,642068,POINT (-73.9979572 40.7520863)
691,642131,POINT (-73.9609233 40.7320842)
692,642135,POINT (-73.9890418 40.7108321)
693,642137,POINT (-73.99123859999997 40.7104563)
694,642314,POINT (-73.95153140000002 40.7664998)
695,642397,POINT (-74.007693 40.7038085)
696,642398,POINT (-74.006355 40.7049093)
697,642399,POINT (-74.0059583 40.70476110000001)
698,642400,POINT (-74.00551470000001 40.7052689)
699,642415,POINT (-73.95862890000002 40.7372408)
700,643296,POINT (-74.01223359999999 40.70297100000001)
701,643442,POINT (-74.0099012 40.7103437)
702,643443,POINT (-74.00994449999997 40.7102888)
703,643524,POINT (-74.01223570000001 40.71451)
704,644168,POINT (-73.9962857 40.7593571)
705,644193,POINT (-73.9782041 40.7616662)
706,644216,POINT (-73.9922777 40.7699763)
707,645538,POINT (-74.0143413 40.7094292)
708,645568,POINT (-74.0158373 40.7056)
709,645573,POINT (-74.0123949 40.7165768)
710,645575,POINT (-74.01211690000002 40.7156271)
711,645576,POINT (-74.01371359999997 40.70916029999999)
712,645577,POINT (-74.0155345 40.7063823)
713,645583,POINT (-74.01234340000001 40.711639)
714,645585,POINT (-74.01561020000003 40.706182)
715,645586,POINT (-74.01412459999997 40.7082654)
716,645590,POINT (-74.0149938 40.7077603)
717,645597,POINT (-74.0140885 40.7078757)
718,645610,POINT (-74.0129354 40.7137743)
719,645632,POINT (-74.01259300000002 40.7154075)
720,645663,POINT (-74.00741979999999 40.7447)
721,651619,POINT (-73.9583361 40.74384179999999)
722,651621,POINT (-73.9571016 40.7443436)
723,651624,POINT (-73.95901490000001 40.743315)
724,651625,POINT (-73.9595535 40.7419154)
725,651801,POINT (-73.9574975 40.74596320000001)
726,651802,POINT (-73.95666440000002 40.74506810000001)
727,651806,POINT (-73.95623089999999 40.7456992)
728,651874,POINT (-73.82194790000001 40.8639144)
729,652141,POINT (-73.9595676 40.73642589999999)
730,652173,POINT (-74.00819799999999 40.7042257)
731,652175,POINT (-74.0067554 40.7052441)
732,652176,POINT (-74.0061676 40.7056614)
733,652177,POINT (-74.0072603 40.7047912)
734,655662,POINT (-73.97928829999999 40.745895)
735,655670,POINT (-73.97274449999998 40.7389687)
736,656487,POINT (-74.00781009999999 40.7129788)
737,658234,POINT (-73.9850065 40.7547532)
738,658243,POINT (-73.9785716 40.7637769)
739,658318,POINT (-73.9716595 40.7532713)
740,658320,POINT (-73.97964520000002 40.7591495)
741,658328,POINT (-73.95008609999999 40.7681872)
742,658339,POINT (-73.961811 40.7634624)
743,658372,POINT (-74.01183039999999 40.7071211)
744,658392,POINT (-73.9850125 40.7760469)
745,658417,POINT (-73.94884140000001 40.7813504)
746,659149,POINT (-73.98827259999999 40.7775652)
747,659880,POINT (-74.01049999999999 40.7104644)
748,659899,POINT (-74.0101141 40.7104836)
749,659918,POINT (-74.0063136 40.7245975)
750,660124,POINT (-73.9828454 40.6950105)
751,662240,POINT (-73.97322109999998 40.7472415)
752,662267,POINT (-73.98570359999999 40.769166)
753,666753,POINT (-73.95603509999999 40.7472225)
754,671273,POINT (-73.9739541 40.681705)
755,671848,POINT (-73.97897640000002 40.7392033)
756,672025,POINT (-73.98839630000001 40.7720428)
757,672031,POINT (-73.981002 40.76054129999999)
758,672086,POINT (-73.99075309999998 40.75146289999999)
759,672133,POINT (-73.9448709 40.77955900000001)
760,672490,POINT (-73.9797985 40.7535063)
761,672767,POINT (-73.95909109999999 40.7368265)
762,673964,POINT (-73.97584499999998 40.7269611)
763,674200,POINT (-73.96422790000003 40.7196954)
764,674638,POINT (-73.9134842 40.87558)
765,674802,POINT (-74.0129013 40.7054275)
766,674922,POINT (-73.9828835 40.7572891)
767,674952,POINT (-73.9888723 40.7541032)
768,675060,POINT (-73.98064429999999 40.6872205)
769,676375,POINT (-73.96906009999999 40.7546348)
770,676621,POINT (-73.954936 40.76606470000001)
771,676803,POINT (-73.98948609999999 40.7757016)
772,676839,POINT (-73.98994829999999 40.7750511)
773,676841,POINT (-73.95389899999998 40.7674092)
774,679541,POINT (-73.96737759999998 40.6821342)
775,680128,POINT (-74.0108694 40.7195193)
776,680669,POINT (-73.9941608 40.7455454)
777,680718,POINT (-73.9888988 40.7465935)
778,680733,POINT (-73.99240340000001 40.7440055)
779,680761,POINT (-73.98531870000002 40.7467194)
780,680762,POINT (-73.9821208 40.7477153)
781,680765,POINT (-73.98461570000001 40.7432554)
782,680792,POINT (-73.9826908 40.74893400000001)
783,680807,POINT (-73.98648540000001 40.7415128)
784,680954,POINT (-73.97915709999999 40.7383799)
785,680972,POINT (-73.9727199 40.7463274)
786,681012,POINT (-73.98277390000001 40.77612620000001)
787,681068,POINT (-73.98940329999998 40.77379129999999)
788,681098,POINT (-73.9697013 40.7892049)
789,681222,POINT (-73.9733432 40.748957)
790,681231,POINT (-73.96484270000001 40.7644982)
791,681377,POINT (-73.9490095 40.77391770000001)
792,681395,POINT (-73.95230620000002 40.773469)
793,682070,POINT (-73.9396761 40.8022965)
794,683278,POINT (-73.9885616 40.7769806)
795,689190,POINT (-73.9459804 40.7783189)
796,689374,POINT (-73.980597 40.7504653)
797,689469,POINT (-73.9919295 40.6939027)
798,689485,POINT (-73.98371059999999 40.7699425)
799,689907,POINT (-74.0228618 40.6383217)
800,689947,POINT (-73.9378882 40.748043)
801,691654,POINT (-73.97997650000001 40.6896907)
802,691730,POINT (-74.0250025 40.6396085)
803,691788,POINT (-73.93732850000001 40.7483831)
804,691789,POINT (-73.9384223 40.748101)
805,693292,POINT (-73.94814620000002 40.77912960000001)
806,694232,POINT (-74.0093816 40.70884229999999)
807,694238,POINT (-74.00912159999999 40.7064764)
808,694265,POINT (-74.0091254 40.7077691)
809,694276,POINT (-74.0077912 40.7111727)
810,694280,POINT (-74.01011740000001 40.7086501)
811,694395,POINT (-74.00499240000001 40.7147191)
812,694515,POINT (-74.00463570000002 40.7200001)
813,695825,POINT (-73.9961934 40.7319068)
814,697791,POINT (-73.9873552 40.7412686)
815,697792,POINT (-73.98558659999998 40.742745)
816,697987,POINT (-73.9867132 40.757221)
817,698017,POINT (-73.9856417 40.7549619)
818,698184,POINT (-73.97684870000001 40.7770749)
819,698277,POINT (-73.97518740000002 40.7780077)
820,700068,POINT (-73.9787457 40.7612271)
821,700076,POINT (-73.97350420000002 40.7614621)
822,700093,POINT (-73.981206 40.75391)
823,700125,POINT (-73.9660902 40.7533439)
824,704092,POINT (-73.9910064 40.6933564)
825,704110,POINT (-73.99086209999999 40.6936089)
826,704381,POINT (-73.9916413 40.69187700000001)
827,716025,POINT (-73.98688680000002 40.7555193)
828,717710,POINT (-73.98971659999999 40.7559285)
829,717756,POINT (-73.98706709999998 40.7565705)
830,718133,POINT (-73.98321079999999 40.69026760000001)
831,718816,POINT (-73.9472208 40.7803835)
832,718970,POINT (-73.98621390000002 40.7108812)
833,719376,POINT (-73.95683609999998 40.81982650000001)
834,719386,POINT (-73.98757259999999 40.7558569)
835,723127,POINT (-74.0118748 40.7133325)
836,723231,POINT (-73.9738937 40.7623103)
837,723232,POINT (-73.9712296 40.7456902)
838,725506,POINT (-73.95662400000001 40.7794844)
839,728812,POINT (-73.9571425 40.7480436)
840,729374,POINT (-73.96909429999999 40.75870250000001)
841,730082,POINT (-73.94046299999999 40.7463509)
842,730100,POINT (-73.9417438 40.7467907)
843,730226,POINT (-73.9776537 40.7558198)
844,730231,POINT (-73.9805325 40.7611643)
845,730232,POINT (-73.9814816 40.7623886)
846,730262,POINT (-73.9704041 40.7600093)
847,730425,POINT (-73.99077209999999 40.74491389999999)
848,730607,POINT (-73.98766209999999 40.7789896)
849,730608,POINT (-73.98727559999998 40.7797499)
850,732934,POINT (-73.82661759999998 40.7119125)
851,733923,POINT (-74.0110031 40.72086420000001)
852,735236,POINT (-73.98573470000002 40.6916513)
853,735397,POINT (-73.95523129999999 40.7778754)
854,735405,POINT (-73.9861641 40.7420232)
855,735412,POINT (-74.0064996 40.7079093)
856,735414,POINT (-73.9522534 40.7816894)
857,735421,POINT (-73.94895579999999 40.77814179999999)
858,735433,POINT (-74.0056775 40.7109698)
859,735439,POINT (-74.0069616 40.7111453)
860,736101,POINT (-73.97772420000003 40.68551)
861,736725,POINT (-74.0122375 40.7042007)
862,736734,POINT (-74.0132985 40.7077632)
863,736740,POINT (-74.0097348 40.7070143)
864,738362,POINT (-73.991407 40.7469753)
865,738468,POINT (-73.96054460000001 40.7684053)
866,743356,POINT (-74.00089100000002 40.7138876)
867,744677,POINT (-74.00737990000002 40.7098141)
868,745122,POINT (-73.96422779999997 40.76016679999999)
869,745405,POINT (-74.0148688 40.7135353)
870,745833,POINT (-74.01268090000001 40.70338270000001)
871,745856,POINT (-74.00475390000003 40.7078819)
872,746197,POINT (-73.93470929999999 40.8209689)
873,746216,POINT (-73.7522726 40.5941677)
874,746236,POINT (-73.9725368 40.7438378)
875,746286,POINT (-73.94550959999999 40.744745)
876,746379,POINT (-74.01484959999998 40.7080732)
877,746392,POINT (-74.0155571 40.710645)
878,746407,POINT (-74.00847990000003 40.7091224)
879,746505,POINT (-73.98300440000001 40.7644995)
880,746562,POINT (-73.9695997 40.7508307)
881,746569,POINT (-73.97633759999999 40.7520345)
882,746585,POINT (-73.9719411 40.744458)
883,746644,POINT (-74.0164006 40.708471)
884,746684,POINT (-74.0028405 40.7532665)
885,746857,POINT (-73.99090190000003 40.7721994)
886,747703,POINT (-73.9525348 40.77190460000001)
887,747742,POINT (-73.96396850000002 40.7656781)
888,747818,POINT (-73.9483245 40.7819924)
889,747976,POINT (-73.98155370000001 40.7754947)
890,748586,POINT (-73.9469545 40.78387470000001)
891,749134,POINT (-73.99902229999999 40.7271365)
892,749245,POINT (-73.9736537 40.7485398)
893,749356,POINT (-73.95762890000002 40.7606696)
894,749500,POINT (-73.96094740000002 40.7587357)
895,749658,POINT (-73.99658149999998 40.7622089)
896,749787,POINT (-73.9854093 40.777982)
897,749798,POINT (-73.98457940000002 40.7754046)
898,749981,POINT (-73.97087859999998 40.7479847)
899,750183,POINT (-73.9541493 40.7656829)
900,750779,POINT (-73.93543659999997 40.8012484)
901,751362,POINT (-73.94633109999999 40.7777097)
902,751812,POINT (-73.9342099 40.8473892)
903,751953,POINT (-74.0106069 40.7022658)
904,753928,POINT (-73.965878 40.7590804)
905,757205,POINT (-74.0135976 40.7061465)
906,757213,POINT (-74.0134281 40.7063442)
907,757257,POINT (-73.99186759999998 40.6987774)
908,757261,POINT (-73.9921707 40.6976109)
909,757276,POINT (-73.9927124 40.7565353)
910,757286,POINT (-73.99179570000003 40.7558354)
911,757289,POINT (-73.9926694 40.7538208)
912,757409,POINT (-73.9753386 40.7891157)
913,762440,POINT (-73.9608819 40.7349662)
914,768682,POINT (-73.971413 40.74740300000001)
915,773862,POINT (-73.96117530000002 40.7392892)
916,786506,POINT (-73.98458240000002 40.7156706)
917,786532,POINT (-73.9458472 40.7822657)
918,786535,POINT (-73.96809379999998 40.7601981)
919,787151,POINT (-73.9607249 40.7381034)
920,788190,POINT (-73.9412533 40.7464034)
921,788242,POINT (-73.9401208 40.7495566)
922,788243,POINT (-73.939713 40.749592)
923,788398,POINT (-73.98658470000002 40.7503948)
924,788401,POINT (-73.9823995 40.7586641)
925,788402,POINT (-73.9841668 40.7643323)
926,788404,POINT (-73.97925409999998 40.76306339999999)
927,788407,POINT (-74.00688609999997 40.7482105)
928,788431,POINT (-73.9766772 40.7512194)
929,788434,POINT (-73.97304190000001 40.7621042)
930,788438,POINT (-73.9788424 40.7521448)
931,788442,POINT (-73.97147509999998 40.7539218)
932,788530,POINT (-73.97888309999998 40.7604723)
933,788531,POINT (-73.9744757 40.7602573)
934,788855,POINT (-73.9558167 40.771689)
935,789084,POINT (-73.9909595 40.74647020000001)
936,789104,POINT (-73.9805703 40.7429639)
937,789121,POINT (-73.97974029999997 40.7666756)
938,789174,POINT (-73.95197579999999 40.7809894)
939,789511,POINT (-73.959373 40.7597425)
940,789919,POINT (-73.97698790000003 40.7399467)
941,792735,POINT (-73.981177 40.7673099)
942,792855,POINT (-73.97565159999998 40.7823226)
943,792861,POINT (-73.9564616 40.7682995)
944,794185,POINT (-73.96760090000002 40.75669570000001)
945,794187,POINT (-73.9687771 40.7578845)
946,794277,POINT (-73.96016359999999 40.7413859)
947,794340,POINT (-73.96694409999998 40.7563936)
948,794349,POINT (-73.965301 40.758018)
949,794350,POINT (-73.97206059999998 40.79523020000001)
950,794489,POINT (-73.99117209999999 40.7491464)
951,794491,POINT (-73.9923737 40.7512626)
952,794493,POINT (-74.00360929999999 40.7518475)
953,794509,POINT (-73.9830688 40.7524199)
954,794512,POINT (-73.9800627 40.7508879)
955,794519,POINT (-73.9784207 40.7503304)
956,794520,POINT (-73.97595240000003 40.7493583)
957,794522,POINT (-73.9796401 40.7402464)
958,794526,POINT (-73.9782398 40.7405865)
959,794529,POINT (-73.97900059999998 40.7655007)
960,794540,POINT (-73.98255279999999 40.7659734)
961,794543,POINT (-73.9805937 40.77424570000001)
962,794546,POINT (-73.9929671 40.7714311)
963,794586,POINT (-73.96790340000003 40.75829870000001)
964,794587,POINT (-73.982848 40.7548243)
965,794590,POINT (-73.97166209999997 40.7640362)
966,794617,POINT (-73.9631839 40.7613467)
967,794639,POINT (-73.94878970000001 40.7828517)
968,794641,POINT (-73.9518333 40.7783846)
969,795291,POINT (-73.9816122 40.7599705)
970,795303,POINT (-73.98550710000001 40.7599766)
971,795304,POINT (-73.98744190000002 40.7598478)
972,795366,POINT (-74.0112385 40.7046838)
973,795370,POINT (-73.97858740000002 40.75953079999999)
974,795375,POINT (-73.97003659999999 40.7583981)
975,795411,POINT (-73.98921470000001 40.7346429)
976,795412,POINT (-73.9817517 40.7515881)
977,795417,POINT (-73.98089329999998 40.7620454)
978,795428,POINT (-73.9649098 40.7604799)
979,795440,POINT (-73.97067709999997 40.76302860000001)
980,796477,POINT (-74.01202070000002 40.7021531)
981,796480,POINT (-74.00885090000001 40.7051314)
982,796486,POINT (-74.01588259999998 40.714032)
983,796487,POINT (-74.015305 40.71245379999999)
984,796746,POINT (-74.00498809999998 40.7532335)
985,796758,POINT (-74.00475710000001 40.753401)
986,796815,POINT (-73.9855843 40.7533754)
987,796831,POINT (-73.9833363 40.75081160000001)
988,796832,POINT (-73.9857073 40.7519702)
989,796841,POINT (-73.982477 40.7520493)
990,796850,POINT (-73.98339449999997 40.7490604)
991,796908,POINT (-73.9750755 40.7489491)
992,796909,POINT (-73.9756836 40.7442859)
993,796960,POINT (-73.98169540000001 40.7724344)
994,796961,POINT (-73.98162049999998 40.7691078)
995,796962,POINT (-73.98313279999998 40.7707301)
996,796966,POINT (-73.979901 40.77264270000001)
997,796987,POINT (-73.9800237 40.7726949)
998,797007,POINT (-73.982637 40.7752753)
999,797046,POINT (-73.9810035 40.780652)
1000,797144,POINT (-73.9791599 40.75245220000001)
1001,797152,POINT (-73.97103559999999 40.7604294)
1002,797155,POINT (-73.96996120000001 40.75755820000001)
1003,797162,POINT (-73.97252330000001 40.7503923)
1004,797168,POINT (-73.97140640000001 40.7542182)
1005,797171,POINT (-73.9705397 40.7553872)
1006,797185,POINT (-73.9694382 40.7566495)
1007,797187,POINT (-73.96919609999998 40.7572176)
1008,797190,POINT (-73.96679540000002 40.75784820000001)
1009,797191,POINT (-73.967589 40.7589628)
1010,797214,POINT (-73.9692385 40.7513356)
1011,797226,POINT (-73.96460350000002 40.7594835)
1012,797235,POINT (-73.9550947 40.7556018)
1013,797356,POINT (-73.96413579999999 40.7700917)
1014,797400,POINT (-73.96123270000002 40.7770542)
1015,797446,POINT (-73.95559759999998 40.780796)
1016,797455,POINT (-73.9562548 40.7808703)
1017,797521,POINT (-73.94759790000001 40.7829747)
1018,798774,POINT (-73.9725428 40.7643081)
1019,799237,POINT (-73.95473249999998 40.7786685)
1020,799474,POINT (-73.9871575 40.6995839)
1021,801109,POINT (-74.01467149999998 40.71826179999999)
1022,801120,POINT (-74.0049557 40.7058975)
1023,801313,POINT (-74.01052129999999 40.7082192)
1024,801334,POINT (-73.96355749999999 40.764775)
1025,801531,POINT (-73.98082609999999 40.7571845)
1026,801535,POINT (-73.96919559999998 40.7505095)
1027,802352,POINT (-73.98577540000002 40.754424)
1028,802359,POINT (-73.9930734 40.75638710000001)
1029,803166,POINT (-73.9428573 40.7486796)
1030,806409,POINT (-73.97847390000003 40.7645537)
1031,812615,POINT (-73.97771729999999 40.7600494)
1032,817038,POINT (-73.96312490000003 40.7570978)
1033,820517,POINT (nan nan)
1034,820671,POINT (-73.95502569999999 40.7668525)
1035,821001,POINT (-73.97283829999998 40.7480017)
1036,821241,POINT (-73.9798199 40.7541706)
1037,821244,POINT (-73.97368540000002 40.7597302)
1038,824872,POINT (-73.9713057 40.7533426)
1039,826139,POINT (-73.9918728 40.7448399)
1040,826449,POINT (nan nan)
1041,828185,POINT (-73.8283619 40.87501270000001)
1042,830237,POINT (-74.0127686 40.7091027)
1043,833760,POINT (-73.967338 40.7923552)
1044,833905,POINT (-73.96043210000001 40.7693165)
1045,836009,POINT (-73.96125759999998 40.7590652)
1046,836436,POINT (nan nan)
1047,836448,POINT (nan nan)
1048,836453,POINT (nan nan)
1049,836646,POINT (-73.95414289999999 40.7644532)
1050,836900,POINT (-73.96331090000002 40.7208589)
1051,836932,POINT (-73.9835738 40.69504910000001)
1052,837137,POINT (-73.98861579999998 40.75561550000001)
1053,837159,POINT (-73.98075870000002 40.7529987)
1054,837314,POINT (-73.98288530000001 40.6940773)
1055,839472,POINT (-73.96639880000002 40.7569533)
1056,841008,POINT (-73.9837804 40.690792)
1057,842007,POINT (-73.97531690000002 40.75981289999999)
1058,845270,POINT (-73.97955429999998 40.7377487)
1059,845334,POINT (-74.01658559999998 40.7126183)
1060,845434,POINT (-73.99173940000001 40.7436898)
1061,845489,POINT (-73.98700579999998 40.7746583)
1062,848858,POINT (-73.962891 40.710371)
1063,853646,POINT (-73.9780993 40.76193789999999)
1064,853648,POINT (-73.9777778 40.76257460000001)
1065,853929,POINT (-73.98551390000002 40.7451275)
1066,855445,POINT (-73.952651 40.77602720000001)
