index_right,ntaname,Unnamed: 0.1,geometry
139,Battery Park City-Lower Manhattan,131653,POINT (-74.00589359999999 40.7074674)
140,Battery Park City-Lower Manhattan,131682,POINT (-74.0065068 40.7073905)
141,Battery Park City-Lower Manhattan,131688,POINT (-74.00631559999999 40.70721760000001)
142,Battery Park City-Lower Manhattan,133422,POINT (-74.0079643 40.7106348)
143,Battery Park City-Lower Manhattan,133423,POINT (-74.00839000000001 40.7108708)
144,Battery Park City-Lower Manhattan,134427,POINT (-74.01696290000002 40.706975)
145,Battery Park City-Lower Manhattan,134440,POINT (-74.01659520000003 40.7076228)
146,Battery Park City-Lower Manhattan,134441,POINT (-74.01475390000002 40.7159726)
147,Battery Park City-Lower Manhattan,135790,POINT (-74.01805999999998 40.7090773)
148,Battery Park City-Lower Manhattan,135824,POINT (-74.00507109999999 40.7057465)
149,Midtown-Midtown South,143266,POINT (-73.9760405 40.7652476)
150,Upper East Side-Carnegie Hill,143281,POINT (-73.9535472 40.7800294)
151,Lenox Hill-Roosevelt Island,143775,POINT (-73.96279 40.7622029)
152,Battery Park City-Lower Manhattan,144100,POINT (-74.01613570000001 40.7165736)
153,Turtle Bay-East Midtown,146148,POINT (-73.96746690000001 40.7503498)
154,Forest Hills,146941,POINT (-73.83956500000002 40.7202507)
155,Battery Park City-Lower Manhattan,149797,POINT (-74.0073692 40.7108763)
156,Midtown-Midtown South,149895,POINT (-73.9724348 40.76360820000001)
157,Battery Park City-Lower Manhattan,150651,POINT (-74.0158328 40.7172708)
158,Battery Park City-Lower Manhattan,150653,POINT (-74.01627259999999 40.7161042)
159,North Side-South Side,150869,POINT (-73.9646572 40.7195254)
160,Battery Park City-Lower Manhattan,151155,POINT (-74.0144434 40.7147238)
161,Battery Park City-Lower Manhattan,151166,POINT (-74.0132658 40.7065418)
162,Turtle Bay-East Midtown,152243,POINT (-73.9616623 40.7584093)
163,Clinton,153415,POINT (-73.9919854 40.7684694)
164,Central Harlem North-Polo Grounds,153574,POINT (-73.93782519999998 40.8309888)
165,Lenox Hill-Roosevelt Island,153703,POINT (-73.96034950000001 40.7626303)
166,Turtle Bay-East Midtown,153756,POINT (-73.9704325 40.7528565)
167,Turtle Bay-East Midtown,153863,POINT (-73.96764240000002 40.7531001)
168,Battery Park City-Lower Manhattan,156691,POINT (-74.0108426 40.7097535)
169,Midtown-Midtown South,156709,POINT (-73.9866756 40.7470874)
170,Midtown-Midtown South,156717,POINT (-73.9859421 40.751133)
171,Lenox Hill-Roosevelt Island,156725,POINT (-73.9524777 40.7658551)
172,Midtown-Midtown South,156728,POINT (-73.9841066 40.74438350000001)
173,Turtle Bay-East Midtown,156742,POINT (-73.97152709999997 40.759005)
174,Turtle Bay-East Midtown,156759,POINT (-73.97244190000001 40.7551379)
175,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,156767,POINT (-73.9876958 40.69460220000001)
176,Hudson Yards-Chelsea-Flatiron-Union Square,156851,POINT (-74.00089870000002 40.75353010000001)
177,Greenpoint,157237,POINT (-73.96072070000002 40.7268334)
178,Midtown-Midtown South,157310,POINT (-73.9797447 40.764241)
179,Clinton,157354,POINT (-73.9949718 40.7590386)
180,Fort Greene,157415,POINT (-73.97887370000002 40.6877719)
181,Lincoln Square,157498,POINT (-73.98541659999999 40.7772849)
182,North Side-South Side,157521,POINT (-73.96396109999998 40.719344)
183,SoHo-TriBeCa-Civic Center-Little Italy,157738,POINT (-74.0085522 40.7271225)
184,Midtown-Midtown South,157771,POINT (-73.98096579999998 40.7662265)
185,Midtown-Midtown South,157890,POINT (-73.98776789999999 40.7535322)
186,Murray Hill-Kips Bay,158136,POINT (-73.97326120000002 40.7374235)
187,Fort Greene,158668,POINT (-73.97995429999997 40.6914776)
188,Yorkville,159214,POINT (-73.95031 40.7826657)
189,Clinton,159490,POINT (-73.9921372 40.76769270000001)
190,Upper West Side,159586,POINT (-73.9702411 40.7935253)
191,Turtle Bay-East Midtown,160197,POINT (-73.96781949999998 40.7525622)
192,Turtle Bay-East Midtown,160482,POINT (-73.96696829999998 40.7585619)
193,Greenpoint,160559,POINT (-73.9615278 40.7350926)
194,Lincoln Square,160763,POINT (-73.9828366 40.7711143)
195,Hudson Yards-Chelsea-Flatiron-Union Square,160882,POINT (-73.9977045 40.7526764)
196,Midtown-Midtown South,160901,POINT (-73.97278990000002 40.7605232)
197,Battery Park City-Lower Manhattan,161252,POINT (-74.0096552 40.7040571)
198,Clinton,161258,POINT (-73.9955167 40.7601723)
199,Hunters Point-Sunnyside-West Maspeth,161336,POINT (-73.9444556 40.7479627)
200,Midtown-Midtown South,161337,POINT (-73.9810122 40.7665674)
201,Midtown-Midtown South,161354,POINT (-73.9808008 40.7664805)
202,Midtown-Midtown South,161355,POINT (-73.9812105 40.7666495)
203,Jamaica,161390,POINT (-73.80677990000002 40.7005387)
204,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,161732,POINT (-73.9870561 40.702002)
205,Lincoln Square,161759,POINT (-73.98270579999998 40.7745041)
206,Chinatown,161766,POINT (-74.00038240000001 40.7137009)
207,Midtown-Midtown South,162232,POINT (-73.9839715 40.7454574)
208,Turtle Bay-East Midtown,162263,POINT (-73.97268840000002 40.7513122)
209,Morningside Heights,162309,POINT (-73.95965509999998 40.8116213)
210,Turtle Bay-East Midtown,162540,POINT (-73.97141910000001 40.7583079)
211,Midtown-Midtown South,162551,POINT (-73.97736329999999 40.7608069)
212,Midtown-Midtown South,162563,POINT (-73.98221240000002 40.7563119)
213,SoHo-TriBeCa-Civic Center-Little Italy,162579,POINT (-74.0090359 40.7127756)
214,Midtown-Midtown South,162654,POINT (-73.9792897 40.7647185)
215,Clinton,162655,POINT (-73.9931887 40.75827279999999)
216,Fort Greene,162768,POINT (-73.9796128 40.6879916)
217,Borough Park,162887,POINT (-73.98609499999998 40.6235973)
218,Midtown-Midtown South,163003,POINT (-73.976896 40.76542620000001)
219,Clinton,163013,POINT (-73.98752469999999 40.7610335)
220,Hudson Yards-Chelsea-Flatiron-Union Square,163022,POINT (-73.9992347 40.7607899)
221,Midtown-Midtown South,163027,POINT (-73.97971269999999 40.7624432)
222,Turtle Bay-East Midtown,163035,POINT (-73.97367509999999 40.7492096)
223,Midtown-Midtown South,163042,POINT (-73.976086 40.7591982)
224,Midtown-Midtown South,163047,POINT (-73.9785167 40.7661731)
225,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,163097,POINT (-73.9814192 40.6884174)
226,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,163113,POINT (-73.98656629999998 40.6980989)
227,Midtown-Midtown South,163932,POINT (-73.9861968 40.7586262)
228,Midtown-Midtown South,163963,POINT (-73.97824190000001 40.7562673)
229,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,163977,POINT (-73.9879916 40.69381170000001)
230,Midtown-Midtown South,163982,POINT (-73.982488 40.76524600000001)
231,Turtle Bay-East Midtown,163989,POINT (-73.97455429999999 40.7530799)
232,Midtown-Midtown South,163995,POINT (-73.98185129999997 40.7568196)
233,Midtown-Midtown South,163999,POINT (-73.97681559999999 40.757966)
234,Midtown-Midtown South,164005,POINT (-73.97670649999998 40.7603703)
235,Midtown-Midtown South,164010,POINT (-73.98484690000002 40.7580744)
236,Turtle Bay-East Midtown,164013,POINT (-73.97586099999999 40.7526959)
237,Midtown-Midtown South,164020,POINT (-73.98270840000001 40.7643678)
238,Midtown-Midtown South,164021,POINT (-73.978013 40.760925)
239,Turtle Bay-East Midtown,164023,POINT (-73.97462420000002 40.7495666)
240,Turtle Bay-East Midtown,164024,POINT (-73.97335099999999 40.7565023)
241,Midtown-Midtown South,164036,POINT (-73.9856525 40.7551897)
242,Midtown-Midtown South,164037,POINT (-73.9842223 40.7587852)
243,SoHo-TriBeCa-Civic Center-Little Italy,164038,POINT (-74.00540809999998 40.72530560000001)
244,Murray Hill-Kips Bay,164039,POINT (-73.9755188 40.75075800000001)
245,Turtle Bay-East Midtown,164044,POINT (-73.9731804 40.7497694)
246,Midtown-Midtown South,164049,POINT (-73.9740311 40.7617806)
247,Midtown-Midtown South,164050,POINT (-73.97815770000003 40.7600028)
248,Midtown-Midtown South,164053,POINT (-73.9855902 40.7593919)
249,Midtown-Midtown South,164059,POINT (-73.9895901 40.7566394)
250,Lincoln Square,164064,POINT (-73.9893965 40.7715982)
251,Lincoln Square,164100,POINT (-73.98585870000002 40.7700965)
252,Lenox Hill-Roosevelt Island,164105,POINT (-73.9614605 40.7639756)
253,SoHo-TriBeCa-Civic Center-Little Italy,164122,POINT (-74.0062444 40.7176505)
254,Lincoln Square,164152,POINT (-73.98157309999998 40.77076829999999)
255,Lincoln Square,164160,POINT (-73.98147809999998 40.7748031)
256,Midtown-Midtown South,164161,POINT (-73.98230150000001 40.7468562)
257,Lincoln Square,164170,POINT (-73.9833386 40.7704969)
258,Turtle Bay-East Midtown,164174,POINT (-73.96682309999998 40.7602609)
259,Lincoln Square,164240,POINT (-73.9872725 40.7771863)
260,Upper West Side,164290,POINT (-73.96963649999999 40.79674470000001)
261,Lenox Hill-Roosevelt Island,164296,POINT (-73.96176190000001 40.7672886)
262,Upper West Side,164309,POINT (-73.97069090000002 40.7971649)
263,Upper East Side-Carnegie Hill,164329,POINT (-73.9592823 40.7723189)
264,Upper East Side-Carnegie Hill,164341,POINT (-73.9564421 40.7760205)
265,Lincoln Square,164351,POINT (-73.98139279999999 40.7698598)
266,Hudson Yards-Chelsea-Flatiron-Union Square,164397,POINT (-73.9964987 40.75875870000001)
267,Hunters Point-Sunnyside-West Maspeth,164417,POINT (-73.93619809999998 40.7491318)
268,Lincoln Square,164425,POINT (-73.98617879999998 40.7759208)
269,Clinton,164440,POINT (-73.98423840000002 40.7668245)
270,Battery Park City-Lower Manhattan,164464,POINT (-74.0095687 40.7054608)
271,Hudson Yards-Chelsea-Flatiron-Union Square,164485,POINT (-73.9979714 40.7576828)
272,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,164486,POINT (-73.9827016 40.6931935)
273,Lincoln Square,164494,POINT (-73.9830936 40.7684685)
274,Upper East Side-Carnegie Hill,164497,POINT (-73.9606953 40.77608789999999)
275,Clinton,164501,POINT (-73.98303620000002 40.7670851)
276,Midtown-Midtown South,164514,POINT (-73.99028100000002 40.7471289)
277,Hudson Yards-Chelsea-Flatiron-Union Square,164523,POINT (-73.98746740000001 40.7395394)
278,Battery Park City-Lower Manhattan,164533,POINT (-74.0117869 40.7060205)
279,Clinton,164554,POINT (-73.9845739 40.7679609)
280,Lincoln Square,164574,POINT (-73.9832954 40.7699891)
281,East Harlem North,164605,POINT (-73.9444507 40.8027655)
282,Lincoln Square,164613,POINT (-73.98179240000002 40.7740758)
283,Lenox Hill-Roosevelt Island,164616,POINT (-73.96507819999999 40.7630161)
284,Midtown-Midtown South,164629,POINT (-73.98397609999998 40.746991)
285,Lincoln Square,164634,POINT (-73.9843083 40.7767852)
286,SoHo-TriBeCa-Civic Center-Little Italy,164674,POINT (-74.00832890000002 40.7124573)
287,Clinton,164690,POINT (-73.9938997 40.7585308)
288,Battery Park City-Lower Manhattan,164699,POINT (-74.01035859999998 40.7053674)
289,Midtown-Midtown South,164727,POINT (-73.98603559999999 40.7527744)
290,Lincoln Square,164746,POINT (-73.9808618 40.7711442)
291,Lenox Hill-Roosevelt Island,164763,POINT (-73.9526503 40.766857)
292,Clinton,164802,POINT (-73.99877990000002 40.761531)
293,Clinton,164815,POINT (-73.98849179999998 40.7628808)
294,Lincoln Square,164826,POINT (-73.98583670000002 40.7715594)
295,Lenox Hill-Roosevelt Island,164832,POINT (-73.9655911 40.7623657)
296,Upper West Side,164841,POINT (-73.9696392 40.7908106)
297,Lincoln Square,164845,POINT (-73.98656099999999 40.77845429999999)
298,Murray Hill-Kips Bay,164850,POINT (-73.98219940000001 40.7509651)
299,Queensbridge-Ravenswood-Long Island City,164853,POINT (-73.93722220000002 40.7500985)
300,Lenox Hill-Roosevelt Island,164868,POINT (-73.95679150000002 40.7661395)
301,Lincoln Square,164875,POINT (-73.98597640000001 40.7765466)
302,Murray Hill-Kips Bay,164879,POINT (-73.9789605 40.7440203)
303,Fort Greene,164882,POINT (-73.9821859 40.6932373)
304,Lenox Hill-Roosevelt Island,164891,POINT (-73.95752879999998 40.77050670000001)
305,Battery Park City-Lower Manhattan,164898,POINT (-74.0097349 40.7077279)
306,Clinton,164907,POINT (-73.99227190000001 40.757872)
307,Midtown-Midtown South,164909,POINT (-73.98985500000001 40.7477931)
308,Hunters Point-Sunnyside-West Maspeth,164923,POINT (-73.9423493 40.7476693)
309,Lincoln Square,164930,POINT (-73.9814068 40.7715149)
310,Midtown-Midtown South,164947,POINT (-73.9862031 40.7456326)
311,Lincoln Square,164948,POINT (-73.9868427 40.7778505)
312,Battery Park City-Lower Manhattan,164975,POINT (-74.01058959999997 40.7065311)
313,Turtle Bay-East Midtown,164983,POINT (-73.967569 40.7555731)
314,Midtown-Midtown South,165032,POINT (-73.98486020000001 40.7473287)
315,Midtown-Midtown South,165054,POINT (-73.98363670000001 40.7474054)
316,Lincoln Square,165056,POINT (-73.9877972 40.7708981)
317,Lincoln Square,165071,POINT (-73.9849779 40.7695062)
318,Midtown-Midtown South,165090,POINT (-73.9826939 40.76468610000001)
319,SoHo-TriBeCa-Civic Center-Little Italy,165138,POINT (-74.00695470000002 40.7142661)
320,Hudson Yards-Chelsea-Flatiron-Union Square,165163,POINT (-74.0017036 40.7519848)
321,Upper East Side-Carnegie Hill,165171,POINT (-73.96197420000001 40.7683646)
322,Hunters Point-Sunnyside-West Maspeth,165186,POINT (-73.94152740000001 40.7466286)
323,SoHo-TriBeCa-Civic Center-Little Italy,165231,POINT (-74.0027994 40.7189434)
324,Lincoln Square,165631,POINT (-73.9832251 40.7769662)
325,East Harlem North,165690,POINT (-73.9353713 40.8015311)
326,Midtown-Midtown South,169422,POINT (-73.99103100000001 40.7517923)
327,Midtown-Midtown South,169438,POINT (-73.9868304 40.7487644)
328,Turtle Bay-East Midtown,169487,POINT (-73.97204920000001 40.75348)
329,Hudson Yards-Chelsea-Flatiron-Union Square,169774,POINT (-74.00157729999999 40.7527011)
330,Central Harlem North-Polo Grounds,177662,POINT (-73.9491704 40.8138289)
331,Lincoln Square,178906,POINT (-73.98827370000002 40.7710986)
332,Turtle Bay-East Midtown,199579,POINT (-73.9719865 40.7565953)
333,Turtle Bay-East Midtown,199580,POINT (-73.9713947 40.7563371)
334,Midtown-Midtown South,199675,POINT (-73.9781136 40.7624347)
335,Battery Park City-Lower Manhattan,199693,POINT (-74.01146240000001 40.7066134)
336,Battery Park City-Lower Manhattan,199707,POINT (-74.01165350000002 40.706273)
337,Battery Park City-Lower Manhattan,199714,POINT (-74.0107629 40.7076263)
338,Battery Park City-Lower Manhattan,199715,POINT (-74.0081948 40.707363)
339,Battery Park City-Lower Manhattan,199716,POINT (-74.0131688 40.70808710000001)
340,Battery Park City-Lower Manhattan,199722,POINT (-74.0087752 40.7056282)
341,Battery Park City-Lower Manhattan,199729,POINT (-74.01298129999998 40.7084083)
342,Battery Park City-Lower Manhattan,199731,POINT (-74.0130242 40.7068548)
343,Battery Park City-Lower Manhattan,199733,POINT (-74.01283670000002 40.7071046)
344,Battery Park City-Lower Manhattan,199737,POINT (-74.0119996 40.7053123)
345,Battery Park City-Lower Manhattan,199741,POINT (-74.012664 40.7093333)
346,SoHo-TriBeCa-Civic Center-Little Italy,199758,POINT (-74.00914399999998 40.7122184)
347,SoHo-TriBeCa-Civic Center-Little Italy,199759,POINT (-74.00865340000001 40.7119906)
348,SoHo-TriBeCa-Civic Center-Little Italy,199762,POINT (-74.0097935 40.71372520000001)
349,Battery Park City-Lower Manhattan,199788,POINT (-74.00976429999999 40.7108515)
350,Battery Park City-Lower Manhattan,199790,POINT (-74.010244 40.7111396)
351,Hudson Yards-Chelsea-Flatiron-Union Square,200094,POINT (-73.9995885 40.7552291)
352,Hudson Yards-Chelsea-Flatiron-Union Square,200098,POINT (-74.0024363 40.7524321)
353,Hudson Yards-Chelsea-Flatiron-Union Square,200107,POINT (-74.0032989 40.7528027)
354,Hudson Yards-Chelsea-Flatiron-Union Square,200110,POINT (-74.00042590000002 40.7573617)
355,Hudson Yards-Chelsea-Flatiron-Union Square,200114,POINT (-73.9986681 40.7546801)
356,Hudson Yards-Chelsea-Flatiron-Union Square,200117,POINT (-73.99889190000002 40.75561879999999)
357,Hudson Yards-Chelsea-Flatiron-Union Square,200122,POINT (-74.00176500000001 40.75524)
358,Hudson Yards-Chelsea-Flatiron-Union Square,200133,POINT (-73.99904709999998 40.7565383)
359,Hudson Yards-Chelsea-Flatiron-Union Square,200139,POINT (-73.99651329999998 40.7539335)
360,Hudson Yards-Chelsea-Flatiron-Union Square,200143,POINT (-73.99816640000002 40.7570598)
361,Hudson Yards-Chelsea-Flatiron-Union Square,200158,POINT (-73.9996426 40.75847329999999)
362,Hudson Yards-Chelsea-Flatiron-Union Square,200180,POINT (-73.99364399999997 40.7527229)
363,Hudson Yards-Chelsea-Flatiron-Union Square,200193,POINT (-73.994615 40.7522619)
364,Hudson Yards-Chelsea-Flatiron-Union Square,200194,POINT (-73.99374499999998 40.7537412)
365,Hudson Yards-Chelsea-Flatiron-Union Square,200196,POINT (-73.9942033 40.7539361)
366,Hudson Yards-Chelsea-Flatiron-Union Square,200241,POINT (-73.9925358 40.7545289)
367,Hudson Yards-Chelsea-Flatiron-Union Square,200253,POINT (-73.99439459999998 40.7548227)
368,Clinton,200259,POINT (-73.99308420000001 40.75669179999999)
369,Clinton,200276,POINT (-73.99283879999999 40.75627460000001)
370,Clinton,200300,POINT (-73.9917343 40.7561235)
371,Clinton,200319,POINT (-73.9923695 40.7563898)
372,Clinton,200320,POINT (-73.99252829999998 40.7564585)
373,Midtown-Midtown South,200323,POINT (-73.9892766 40.75345)
374,Clinton,200332,POINT (-73.99287120000002 40.75660120000001)
375,Midtown-Midtown South,200417,POINT (-73.9838656 40.7560568)
376,Midtown-Midtown South,200422,POINT (-73.9866888 40.75295560000001)
377,Midtown-Midtown South,200426,POINT (-73.98538559999999 40.7540314)
378,Midtown-Midtown South,200432,POINT (-73.9878944 40.752566)
379,Midtown-Midtown South,200442,POINT (-73.98626259999998 40.7546518)
380,Midtown-Midtown South,200447,POINT (-73.98716850000002 40.75499779999999)
381,Midtown-Midtown South,200449,POINT (-73.98336009999998 40.7566716)
382,Midtown-Midtown South,200453,POINT (-73.984645 40.7571548)
383,Midtown-Midtown South,200457,POINT (-73.9868007 40.7532466)
384,Midtown-Midtown South,200458,POINT (-73.9875657 40.7541936)
385,Midtown-Midtown South,200460,POINT (-73.9856377 40.7567707)
386,Midtown-Midtown South,200463,POINT (-73.9839412 40.757034)
387,Midtown-Midtown South,200469,POINT (-73.9840421 40.75756920000001)
388,Midtown-Midtown South,200470,POINT (-73.9840995 40.75922979999999)
389,Midtown-Midtown South,200472,POINT (-73.98339200000002 40.7589305)
390,Midtown-Midtown South,200476,POINT (-73.98039809999999 40.7642576)
391,Midtown-Midtown South,200479,POINT (-73.9861798 40.7535759)
392,Midtown-Midtown South,200483,POINT (-73.9779577 40.7643367)
393,Midtown-Midtown South,200503,POINT (-73.98251879999999 40.7578984)
394,Midtown-Midtown South,200509,POINT (-73.97837309999998 40.7636946)
395,Midtown-Midtown South,200510,POINT (-73.98830840000002 40.7587088)
396,Midtown-Midtown South,200528,POINT (-73.9869978 40.7605092)
397,Midtown-Midtown South,200543,POINT (-73.98643879999999 40.75792910000001)
398,Midtown-Midtown South,200555,POINT (-73.98609159999999 40.7608934)
399,Midtown-Midtown South,200565,POINT (-73.98470159999999 40.7621064)
400,Midtown-Midtown South,200570,POINT (-73.98391140000003 40.7608848)
401,Midtown-Midtown South,200583,POINT (-73.98354620000001 40.7631025)
402,Midtown-Midtown South,200596,POINT (-73.98407309999997 40.763561)
403,Midtown-Midtown South,200600,POINT (-73.98507740000002 40.7606188)
404,Midtown-Midtown South,200609,POINT (-73.9837485 40.7625179)
405,Clinton,200620,POINT (-73.99158249999998 40.75750410000001)
406,Midtown-Midtown South,200621,POINT (-73.98146990000002 40.7654737)
407,Midtown-Midtown South,200624,POINT (-73.98253100000002 40.7662753)
408,Midtown-Midtown South,200650,POINT (-73.9816902 40.7649495)
409,Clinton,200776,POINT (-73.9874308 40.761426)
410,Clinton,201162,POINT (-73.99760670000001 40.7609628)
411,Clinton,201169,POINT (-73.99637940000002 40.7605401)
412,Lincoln Square,201279,POINT (-73.98142800000002 40.7731562)
413,Midtown-Midtown South,201299,POINT (-73.9816422 40.7559961)
414,Lincoln Square,201301,POINT (-73.9860604 40.7719602)
415,Midtown-Midtown South,201371,POINT (-73.9801264 40.75522460000001)
416,Midtown-Midtown South,201385,POINT (-73.97847469999998 40.7619654)
417,Midtown-Midtown South,201394,POINT (-73.9783412 40.7617211)
418,Midtown-Midtown South,201416,POINT (-73.9758652 40.7609932)
419,Midtown-Midtown South,201427,POINT (-73.9768041 40.7597693)
420,Midtown-Midtown South,201434,POINT (-73.97797299999998 40.76188300000001)
421,Midtown-Midtown South,201435,POINT (-73.9779188 40.761861)
422,Midtown-Midtown South,201456,POINT (-73.9803579 40.7535668)
423,Midtown-Midtown South,201473,POINT (-73.97855340000002 40.7529654)
424,Midtown-Midtown South,201488,POINT (-73.9767262 40.7554682)
425,Midtown-Midtown South,201490,POINT (-73.97809479999999 40.7535911)
426,Midtown-Midtown South,201498,POINT (-73.97747079999998 40.7632744)
427,Murray Hill-Kips Bay,201507,POINT (-73.9783047 40.7519278)
428,Midtown-Midtown South,201517,POINT (-73.97942629999999 40.7548375)
429,Murray Hill-Kips Bay,201521,POINT (-73.98135450000002 40.7522303)
430,Midtown-Midtown South,201531,POINT (-73.97735390000003 40.75660739999999)
431,Midtown-Midtown South,201535,POINT (-73.9750944 40.75641760000001)
432,Midtown-Midtown South,201558,POINT (-73.97429200000001 40.7591896)
433,Midtown-Midtown South,201595,POINT (-73.976101 40.75763920000001)
434,Turtle Bay-East Midtown,201606,POINT (-73.9716033 40.7580609)
435,Midtown-Midtown South,201607,POINT (-73.9759897 40.7559814)
436,Turtle Bay-East Midtown,201620,POINT (-73.97409959999997 40.7527476)
437,Midtown-Midtown South,201623,POINT (-73.97376070000001 40.7609324)
438,Turtle Bay-East Midtown,201629,POINT (-73.97441459999997 40.7502719)
439,Turtle Bay-East Midtown,201630,POINT (-73.9761058 40.75439220000001)
440,Turtle Bay-East Midtown,201637,POINT (-73.9738693 40.7510156)
441,Turtle Bay-East Midtown,201646,POINT (-73.9712564 40.7505594)
442,Turtle Bay-East Midtown,201662,POINT (-73.97178509999998 40.7550115)
443,Turtle Bay-East Midtown,201667,POINT (-73.97472329999999 40.75462520000001)
444,Turtle Bay-East Midtown,201682,POINT (-73.9713553 40.7556345)
445,Turtle Bay-East Midtown,201689,POINT (-73.97076259999999 40.7572125)
446,Midtown-Midtown South,201867,POINT (-73.97702159999999 40.7572304)
447,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,203013,POINT (-73.98382719999999 40.6911241)
448,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,203045,POINT (-73.98595440000003 40.692741)
449,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,203048,POINT (-73.98239220000001 40.690402)
450,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,203100,POINT (-73.98496340000001 40.6897875)
451,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,203106,POINT (-73.98151999999997 40.688788)
452,Hunters Point-Sunnyside-West Maspeth,215936,POINT (-73.94406409999998 40.7470581)
453,Clinton,227300,POINT (-73.9881637 40.7602403)
454,Clinton,227310,POINT (-73.99379140000001 40.7593899)
455,Clinton,227378,POINT (-73.98814209999998 40.7601004)
456,Lower East Side,240655,POINT (-73.9848889 40.7161977)
457,Hudson Yards-Chelsea-Flatiron-Union Square,240874,POINT (-73.99044359999998 40.7455891)
458,Midtown-Midtown South,240940,POINT (-73.9849073 40.7463323)
459,Murray Hill-Kips Bay,241027,POINT (-73.9836269 40.7433733)
460,Murray Hill-Kips Bay,241084,POINT (-73.97815079999999 40.748033)
461,Murray Hill-Kips Bay,241088,POINT (-73.977144 40.7475607)
462,Gramercy,241095,POINT (-73.98367859999998 40.7385783)
463,Murray Hill-Kips Bay,241124,POINT (-73.9810746 40.7465102)
464,Lincoln Square,241194,POINT (-73.99042890000003 40.7727182)
465,Lenox Hill-Roosevelt Island,241255,POINT (-73.9626588 40.7644399)
466,Yorkville,241399,POINT (-73.9488276 40.7710274)
467,North Side-South Side,248472,POINT (-73.9666071 40.7159468)
468,Lenox Hill-Roosevelt Island,251662,POINT (-73.9567328 40.7676354)
469,Lincoln Square,252844,POINT (-73.98790059999997 40.7783968)
470,Lenox Hill-Roosevelt Island,262925,POINT (-73.964623 40.7636692)
471,Chinatown,265657,POINT (-74.0036757 40.7129735)
472,Chinatown,265688,POINT (-74.00231219999998 40.713657)
473,SoHo-TriBeCa-Civic Center-Little Italy,265818,POINT (-73.9998377 40.7197751)
474,West Village,266971,POINT (-73.9930761 40.7304986)
475,West Village,266985,POINT (-73.9934441 40.7300705)
476,East Village,267003,POINT (-73.9892656 40.7321095)
477,Hudson Yards-Chelsea-Flatiron-Union Square,267711,POINT (-73.99431250000001 40.7441621)
478,Hudson Yards-Chelsea-Flatiron-Union Square,267729,POINT (-73.9927462 40.74430200000001)
479,Hudson Yards-Chelsea-Flatiron-Union Square,267735,POINT (-73.9929411 40.7440605)
480,Midtown-Midtown South,267767,POINT (-73.9915046 40.7452571)
481,Midtown-Midtown South,267815,POINT (-73.991663 40.7487045)
482,Midtown-Midtown South,267833,POINT (-73.9920747 40.7464483)
483,Midtown-Midtown South,267844,POINT (-73.99243199999999 40.74659929999999)
484,Hudson Yards-Chelsea-Flatiron-Union Square,267916,POINT (-73.9912233 40.7443376)
485,Midtown-Midtown South,267924,POINT (-73.989469 40.7468461)
486,Midtown-Midtown South,267971,POINT (-73.9891552 40.74572620000001)
487,Midtown-Midtown South,267978,POINT (-73.98893509999998 40.7455725)
488,Midtown-Midtown South,268026,POINT (-73.98712279999999 40.7484104)
489,Midtown-Midtown South,268057,POINT (-73.984942 40.7524586)
490,Midtown-Midtown South,268070,POINT (-73.9838125 40.7519123)
491,Hudson Yards-Chelsea-Flatiron-Union Square,268106,POINT (-73.9862687 40.7423828)
492,Midtown-Midtown South,268113,POINT (-73.9862141 40.7446417)
493,Hudson Yards-Chelsea-Flatiron-Union Square,268115,POINT (-73.98810590000002 40.7405084)
494,Hudson Yards-Chelsea-Flatiron-Union Square,268117,POINT (-73.98888890000001 40.7407939)
495,Midtown-Midtown South,268156,POINT (-73.9847202 40.7441612)
496,Midtown-Midtown South,268168,POINT (-73.9851529 40.7457175)
497,Gramercy,268335,POINT (-73.98433490000002 40.7405353)
498,Murray Hill-Kips Bay,268527,POINT (-73.982089 40.7454015)
499,Murray Hill-Kips Bay,268818,POINT (-73.97469340000001 40.7479335)
500,Turtle Bay-East Midtown,268855,POINT (-73.9745054 40.7487075)
501,Murray Hill-Kips Bay,268961,POINT (-73.9724525 40.7470876)
502,Murray Hill-Kips Bay,268986,POINT (-73.97319940000001 40.7475489)
503,Lincoln Square,269022,POINT (-73.97714859999998 40.776408)
504,Lincoln Square,269050,POINT (-73.9825427 40.7768096)
505,Lincoln Square,269145,POINT (-73.98838499999999 40.7751525)
506,Upper West Side,269202,POINT (-73.9676814 40.7916335)
507,Turtle Bay-East Midtown,269433,POINT (-73.9717216 40.7515696)
508,Turtle Bay-East Midtown,269434,POINT (-73.9723639 40.75183320000001)
